     Time	   ECG1	   ECG2
[11:15:02.227]	 -0.275	 -0.225
[11:15:02.234]	 -0.225	 -0.215
[11:15:02.242]	 -0.235	 -0.205
[11:15:02.250]	 -0.265	 -0.205
[11:15:02.258]	 -0.215	 -0.205
[11:15:02.266]	 -0.265	 -0.205
[11:15:02.273]	 -0.245	 -0.205
[11:15:02.281]	 -0.235	 -0.195
[11:15:02.289]	 -0.225	 -0.195
[11:15:02.297]	 -0.165	 -0.215
[11:15:02.305]	 -0.235	 -0.195
[11:15:02.313]	 -0.215	 -0.195
[11:15:02.320]	 -0.215	 -0.215
[11:15:02.328]	 -0.235	 -0.205
[11:15:02.336]	 -0.195	 -0.215
[11:15:02.344]	 -0.225	 -0.205
[11:15:02.352]	 -0.215	 -0.205
[11:15:02.359]	 -0.245	 -0.205
[11:15:02.367]	 -0.175	 -0.205
[11:15:02.375]	 -0.245	 -0.215
[11:15:02.383]	 -0.215	 -0.205
[11:15:02.391]	 -0.225	 -0.225
[11:15:02.398]	 -0.235	 -0.215
[11:15:02.406]	 -0.195	 -0.215
[11:15:02.414]	 -0.205	 -0.205
[11:15:02.422]	 -0.205	 -0.215
[11:15:02.430]	 -0.225	 -0.215
[11:15:02.438]	 -0.165	 -0.215
[11:15:02.445]	 -0.215	 -0.215
[11:15:02.453]	 -0.225	 -0.225
[11:15:02.461]	 -0.215	 -0.215
[11:15:02.469]	 -0.245	 -0.205
[11:15:02.477]	 -0.185	 -0.215
[11:15:02.484]	 -0.215	 -0.215
[11:15:02.492]	 -0.185	 -0.205
[11:15:02.500]	 -0.195	 -0.205
[11:15:02.508]	 -0.225	 -0.195
[11:15:02.516]	 -0.185	 -0.215
[11:15:02.523]	 -0.245	 -0.205
[11:15:02.531]	 -0.145	 -0.185
[11:15:02.539]	 -0.195	 -0.175
[11:15:02.547]	 -0.165	 -0.165
[11:15:02.555]	 -0.125	 -0.165
[11:15:02.563]	 -0.055	 -0.135
[11:15:02.570]	 -0.115	 -0.115
[11:15:02.578]	 -0.075	 -0.125
[11:15:02.586]	 -0.025	 -0.115
[11:15:02.594]	 -0.085	 -0.095
[11:15:02.602]	 -0.165	 -0.135
[11:15:02.609]	 -0.185	 -0.195
[11:15:02.617]	 -0.155	 -0.185
[11:15:02.625]	 -0.215	 -0.165
[11:15:02.633]	 -0.195	 -0.175
[11:15:02.641]	 -0.315	 -0.195
[11:15:02.648]	 -0.245	 -0.205
[11:15:02.656]	 -0.245	 -0.185
[11:15:02.664]	 -0.225	 -0.165
[11:15:02.672]	 -0.255	 -0.175
[11:15:02.680]	 -0.175	 -0.165
[11:15:02.688]	 -0.065	 -0.075
[11:15:02.695]	  0.285	  0.145
[11:15:02.703]	  0.535	  0.385
[11:15:02.711]	  0.635	 -0.365
[11:15:02.719]	 -0.465	 -0.875
[11:15:02.727]	 -1.225	 -1.105
[11:15:02.734]	 -1.105	 -1.005
[11:15:02.742]	 -0.705	 -0.665
[11:15:02.750]	 -0.315	 -0.345
[11:15:02.758]	 -0.205	 -0.095
[11:15:02.766]	 -0.175	 -0.035
[11:15:02.773]	 -0.215	 -0.025
[11:15:02.781]	 -0.125	 -0.005
[11:15:02.789]	 -0.155	 -0.005
[11:15:02.797]	 -0.135	  0.015
[11:15:02.805]	 -0.105	  0.005
[11:15:02.813]	 -0.085	  0.025
[11:15:02.820]	 -0.105	  0.045
[11:15:02.828]	 -0.095	  0.045
[11:15:02.836]	 -0.085	  0.065
[11:15:02.844]	 -0.065	  0.075
[11:15:02.852]	 -0.025	  0.085
[11:15:02.859]	 -0.005	  0.105
[11:15:02.867]	  0.005	  0.135
[11:15:02.875]	  0.005	  0.165
[11:15:02.883]	  0.015	  0.165
[11:15:02.891]	  0.065	  0.195
[11:15:02.898]	  0.095	  0.245
[11:15:02.906]	  0.085	  0.285
[11:15:02.914]	  0.145	  0.335
[11:15:02.922]	  0.215	  0.365
[11:15:02.930]	  0.175	  0.405
[11:15:02.938]	  0.265	  0.455
[11:15:02.945]	  0.285	  0.485
[11:15:02.953]	  0.295	  0.515
[11:15:02.961]	  0.385	  0.535
[11:15:02.969]	  0.325	  0.545
[11:15:02.977]	  0.395	  0.545
[11:15:02.984]	  0.335	  0.535
[11:15:02.992]	  0.265	  0.475
[11:15:03.000]	  0.205	  0.375
[11:15:03.008]	  0.085	  0.225
[11:15:03.016]	 -0.045	  0.115
[11:15:03.023]	 -0.055	  0.015
[11:15:03.031]	 -0.165	 -0.045
[11:15:03.039]	 -0.115	 -0.105
[11:15:03.047]	 -0.195	 -0.145
[11:15:03.055]	 -0.195	 -0.165
[11:15:03.063]	 -0.245	 -0.185
[11:15:03.070]	 -0.205	 -0.185
[11:15:03.078]	 -0.235	 -0.205
[11:15:03.086]	 -0.215	 -0.205
[11:15:03.094]	 -0.235	 -0.195
[11:15:03.102]	 -0.205	 -0.205
[11:15:03.109]	 -0.175	 -0.205
[11:15:03.117]	 -0.245	 -0.195
[11:15:03.125]	 -0.185	 -0.195
[11:15:03.133]	 -0.205	 -0.195
[11:15:03.141]	 -0.205	 -0.205
[11:15:03.148]	 -0.155	 -0.185
[11:15:03.156]	 -0.215	 -0.175
[11:15:03.164]	 -0.215	 -0.175
[11:15:03.172]	 -0.175	 -0.185
[11:15:03.180]	 -0.165	 -0.175
[11:15:03.188]	 -0.165	 -0.175
[11:15:03.195]	 -0.195	 -0.175
[11:15:03.203]	 -0.175	 -0.195
[11:15:03.211]	 -0.185	 -0.205
[11:15:03.219]	 -0.175	 -0.185
[11:15:03.227]	 -0.175	 -0.185
[11:15:03.234]	 -0.195	 -0.185
[11:15:03.242]	 -0.175	 -0.205
[11:15:03.250]	 -0.215	 -0.195
[11:15:03.258]	 -0.145	 -0.205
[11:15:03.266]	 -0.175	 -0.205
[11:15:03.273]	 -0.225	 -0.205
[11:15:03.281]	 -0.175	 -0.195
[11:15:03.289]	 -0.135	 -0.215
[11:15:03.297]	 -0.215	 -0.205
[11:15:03.305]	 -0.155	 -0.205
[11:15:03.313]	 -0.195	 -0.205
[11:15:03.320]	 -0.245	 -0.205
[11:15:03.328]	 -0.195	 -0.225
[11:15:03.336]	 -0.145	 -0.225
[11:15:03.344]	 -0.175	 -0.215
[11:15:03.352]	 -0.165	 -0.215
[11:15:03.359]	 -0.195	 -0.215
[11:15:03.367]	 -0.185	 -0.215
[11:15:03.375]	 -0.185	 -0.215
[11:15:03.383]	 -0.205	 -0.225
[11:15:03.391]	 -0.165	 -0.235
[11:15:03.398]	 -0.215	 -0.225
[11:15:03.406]	 -0.175	 -0.215
[11:15:03.414]	 -0.135	 -0.215
[11:15:03.422]	 -0.215	 -0.215
[11:15:03.430]	 -0.135	 -0.215
[11:15:03.438]	 -0.215	 -0.215
[11:15:03.445]	 -0.125	 -0.225
[11:15:03.453]	 -0.205	 -0.215
[11:15:03.461]	 -0.215	 -0.205
[11:15:03.469]	 -0.175	 -0.205
[11:15:03.477]	 -0.155	 -0.215
[11:15:03.484]	 -0.155	 -0.215
[11:15:03.492]	 -0.185	 -0.215
[11:15:03.500]	 -0.145	 -0.205
[11:15:03.508]	 -0.135	 -0.175
[11:15:03.516]	 -0.155	 -0.185
[11:15:03.523]	 -0.065	 -0.175
[11:15:03.531]	 -0.035	 -0.135
[11:15:03.539]	 -0.065	 -0.105
[11:15:03.547]	  0.005	 -0.125
[11:15:03.555]	 -0.015	 -0.105
[11:15:03.563]	 -0.035	 -0.105
[11:15:03.570]	 -0.135	 -0.205
[11:15:03.578]	 -0.155	 -0.225
[11:15:03.586]	 -0.165	 -0.215
[11:15:03.594]	 -0.115	 -0.195
[11:15:03.602]	 -0.195	 -0.225
[11:15:03.609]	 -0.205	 -0.225
[11:15:03.617]	 -0.155	 -0.225
[11:15:03.625]	 -0.235	 -0.215
[11:15:03.633]	 -0.105	 -0.205
[11:15:03.641]	 -0.185	 -0.215
[11:15:03.648]	 -0.075	 -0.175
[11:15:03.656]	  0.135	  0.105
[11:15:03.664]	  0.455	  0.545
[11:15:03.672]	  0.895	  0.065
[11:15:03.680]	  0.245	 -1.005
[11:15:03.688]	 -0.965	 -1.305
[11:15:03.695]	 -1.285	 -1.505
[11:15:03.703]	 -0.905	 -0.975
[11:15:03.711]	 -0.395	 -0.525
[11:15:03.719]	 -0.175	 -0.175
[11:15:03.727]	 -0.125	 -0.015
[11:15:03.734]	 -0.125	  0.015
[11:15:03.742]	 -0.135	  0.005
[11:15:03.750]	 -0.095	  0.015
[11:15:03.758]	 -0.085	  0.015
[11:15:03.766]	 -0.135	  0.025
[11:15:03.773]	 -0.025	  0.045
[11:15:03.781]	 -0.085	  0.065
[11:15:03.789]	 -0.105	  0.075
[11:15:03.797]	  0.025	  0.085
[11:15:03.805]	 -0.045	  0.105
[11:15:03.813]	 -0.005	  0.125
[11:15:03.820]	 -0.015	  0.135
[11:15:03.828]	 -0.075	  0.145
[11:15:03.836]	  0.135	  0.155
[11:15:03.844]	  0.025	  0.195
[11:15:03.852]	  0.045	  0.225
[11:15:03.859]	  0.105	  0.255
[11:15:03.867]	  0.155	  0.285
[11:15:03.875]	  0.135	  0.325
[11:15:03.883]	  0.185	  0.355
[11:15:03.891]	  0.185	  0.395
[11:15:03.898]	  0.245	  0.425
[11:15:03.906]	  0.275	  0.475
[11:15:03.914]	  0.275	  0.515
[11:15:03.922]	  0.445	  0.515
[11:15:03.930]	  0.335	  0.545
[11:15:03.938]	  0.365	  0.575
[11:15:03.945]	  0.405	  0.565
[11:15:03.953]	  0.355	  0.545
[11:15:03.961]	  0.245	  0.465
[11:15:03.969]	  0.185	  0.375
[11:15:03.977]	  0.105	  0.225
[11:15:03.984]	 -0.005	  0.115
[11:15:03.992]	 -0.075	  0.025
[11:15:04.000]	 -0.095	 -0.035
[11:15:04.008]	 -0.135	 -0.095
[11:15:04.016]	 -0.185	 -0.145
[11:15:04.023]	 -0.185	 -0.155
[11:15:04.031]	 -0.225	 -0.165
[11:15:04.039]	 -0.215	 -0.185
[11:15:04.047]	 -0.215	 -0.195
[11:15:04.055]	 -0.245	 -0.185
[11:15:04.063]	 -0.175	 -0.195
[11:15:04.070]	 -0.225	 -0.205
[11:15:04.078]	 -0.235	 -0.195
[11:15:04.086]	 -0.255	 -0.195
[11:15:04.094]	 -0.145	 -0.195
[11:15:04.102]	 -0.215	 -0.185
[11:15:04.109]	 -0.185	 -0.185
[11:15:04.117]	 -0.225	 -0.175
[11:15:04.125]	 -0.145	 -0.175
[11:15:04.133]	 -0.205	 -0.165
[11:15:04.141]	 -0.185	 -0.185
[11:15:04.148]	 -0.155	 -0.185
[11:15:04.156]	 -0.205	 -0.165
[11:15:04.164]	 -0.105	 -0.175
[11:15:04.172]	 -0.145	 -0.185
[11:15:04.180]	 -0.155	 -0.175
[11:15:04.188]	 -0.135	 -0.185
[11:15:04.195]	 -0.195	 -0.185
[11:15:04.203]	 -0.185	 -0.195
[11:15:04.211]	 -0.135	 -0.205
[11:15:04.219]	 -0.155	 -0.185
[11:15:04.227]	 -0.105	 -0.195
[11:15:04.234]	 -0.225	 -0.195
[11:15:04.242]	 -0.085	 -0.185
[11:15:04.250]	 -0.175	 -0.195
[11:15:04.258]	 -0.145	 -0.205
[11:15:04.266]	 -0.175	 -0.205
[11:15:04.273]	 -0.135	 -0.215
[11:15:04.281]	 -0.155	 -0.195
[11:15:04.289]	 -0.155	 -0.205
[11:15:04.297]	 -0.105	 -0.215
[11:15:04.305]	 -0.155	 -0.205
[11:15:04.313]	 -0.105	 -0.205
[11:15:04.320]	 -0.095	 -0.205
[11:15:04.328]	 -0.145	 -0.205
[11:15:04.336]	 -0.165	 -0.205
[11:15:04.344]	 -0.105	 -0.185
[11:15:04.352]	 -0.125	 -0.195
[11:15:04.359]	 -0.115	 -0.195
[11:15:04.367]	 -0.075	 -0.195
[11:15:04.375]	 -0.095	 -0.185
[11:15:04.383]	 -0.185	 -0.195
[11:15:04.391]	 -0.075	 -0.205
[11:15:04.398]	 -0.145	 -0.185
[11:15:04.406]	 -0.105	 -0.185
[11:15:04.414]	 -0.135	 -0.205
[11:15:04.422]	 -0.105	 -0.185
[11:15:04.430]	 -0.095	 -0.195
[11:15:04.438]	 -0.125	 -0.185
[11:15:04.445]	 -0.035	 -0.195
[11:15:04.453]	 -0.085	 -0.195
[11:15:04.461]	 -0.135	 -0.165
[11:15:04.469]	 -0.015	 -0.165
[11:15:04.477]	 -0.015	 -0.125
[11:15:04.484]	  0.055	 -0.115
[11:15:04.492]	  0.025	 -0.125
[11:15:04.500]	  0.075	 -0.085
[11:15:04.508]	 -0.015	 -0.115
[11:15:04.516]	 -0.115	 -0.215
[11:15:04.523]	 -0.055	 -0.205
[11:15:04.531]	 -0.055	 -0.175
[11:15:04.539]	 -0.135	 -0.175
[11:15:04.547]	 -0.185	 -0.205
[11:15:04.555]	 -0.135	 -0.215
[11:15:04.563]	 -0.115	 -0.215
[11:15:04.570]	 -0.125	 -0.205
[11:15:04.578]	 -0.135	 -0.205
[11:15:04.586]	 -0.085	 -0.195
[11:15:04.594]	 -0.025	 -0.115
[11:15:04.602]	  0.295	  0.135
[11:15:04.609]	  0.535	  0.605
[11:15:04.617]	  0.825	  0.125
[11:15:04.625]	  0.335	 -0.805
[11:15:04.633]	 -0.685	 -1.165
[11:15:04.641]	 -1.115	 -1.425
[11:15:04.648]	 -0.785	 -0.895
[11:15:04.656]	 -0.385	 -0.505
[11:15:04.664]	 -0.175	 -0.195
[11:15:04.672]	 -0.055	 -0.005
[11:15:04.680]	 -0.075	  0.005
[11:15:04.688]	 -0.055	 -0.005
[11:15:04.695]	 -0.035	  0.015
[11:15:04.703]	 -0.085	 -0.005
[11:15:04.711]	  0.025	  0.015
[11:15:04.719]	 -0.025	  0.025
[11:15:04.727]	  0.005	  0.045
[11:15:04.734]	  0.035	  0.055
[11:15:04.742]	  0.015	  0.065
[11:15:04.750]	  0.055	  0.095
[11:15:04.758]	  0.055	  0.105
[11:15:04.766]	  0.055	  0.105
[11:15:04.773]	  0.045	  0.135
[11:15:04.781]	  0.135	  0.145
[11:15:04.789]	  0.155	  0.165
[11:15:04.797]	  0.155	  0.195
[11:15:04.805]	  0.165	  0.225
[11:15:04.813]	  0.205	  0.245
[11:15:04.820]	  0.195	  0.275
[11:15:04.828]	  0.265	  0.315
[11:15:04.836]	  0.275	  0.355
[11:15:04.844]	  0.285	  0.385
[11:15:04.852]	  0.415	  0.425
[11:15:04.859]	  0.435	  0.445
[11:15:04.867]	  0.405	  0.485
[11:15:04.875]	  0.485	  0.485
[11:15:04.883]	  0.435	  0.495
[11:15:04.891]	  0.405	  0.485
[11:15:04.898]	  0.435	  0.445
[11:15:04.906]	  0.355	  0.405
[11:15:04.914]	  0.215	  0.285
[11:15:04.922]	  0.135	  0.165
[11:15:04.930]	  0.065	  0.045
[11:15:04.938]	 -0.005	 -0.025
[11:15:04.945]	 -0.065	 -0.085
[11:15:04.953]	 -0.065	 -0.135
[11:15:04.961]	 -0.125	 -0.155
[11:15:04.969]	 -0.105	 -0.165
[11:15:04.977]	 -0.185	 -0.185
[11:15:04.984]	 -0.115	 -0.205
[11:15:04.992]	 -0.185	 -0.205
[11:15:05.000]	 -0.155	 -0.215
[11:15:05.008]	 -0.155	 -0.215
[11:15:05.016]	 -0.195	 -0.215
[11:15:05.023]	 -0.135	 -0.205
[11:15:05.031]	 -0.165	 -0.195
[11:15:05.039]	 -0.105	 -0.195
[11:15:05.047]	 -0.215	 -0.195
[11:15:05.055]	 -0.125	 -0.185
[11:15:05.063]	 -0.165	 -0.175
[11:15:05.070]	 -0.125	 -0.185
[11:15:05.078]	 -0.155	 -0.195
