     Time	   ECG1	   ECG2
[09:34:00.617]	  1.935	 -0.895
[09:34:00.625]	  1.455	 -0.935
[09:34:00.633]	 -0.075	 -0.425
[09:34:00.641]	 -0.505	 -0.165
[09:34:00.648]	 -0.305	 -0.145
[09:34:00.656]	 -0.145	 -0.165
[09:34:00.664]	 -0.115	 -0.175
[09:34:00.672]	 -0.135	 -0.185
[09:34:00.680]	 -0.125	 -0.175
[09:34:00.688]	 -0.175	 -0.145
[09:34:00.695]	 -0.135	 -0.125
[09:34:00.703]	 -0.075	 -0.115
[09:34:00.711]	 -0.105	 -0.095
[09:34:00.719]	 -0.135	 -0.085
[09:34:00.727]	 -0.105	 -0.075
[09:34:00.734]	 -0.095	 -0.075
[09:34:00.742]	 -0.055	 -0.035
[09:34:00.750]	 -0.035	 -0.025
[09:34:00.758]	 -0.005	 -0.005
[09:34:00.766]	  0.015	  0.045
[09:34:00.773]	  0.005	  0.055
[09:34:00.781]	  0.025	  0.105
[09:34:00.789]	  0.055	  0.165
[09:34:00.797]	  0.185	  0.215
[09:34:00.805]	  0.145	  0.225
[09:34:00.813]	  0.165	  0.275
[09:34:00.820]	  0.295	  0.255
[09:34:00.828]	  0.315	  0.235
[09:34:00.836]	  0.315	  0.215
[09:34:00.844]	  0.275	  0.175
[09:34:00.852]	  0.295	  0.105
[09:34:00.859]	  0.245	  0.055
[09:34:00.867]	  0.165	 -0.035
[09:34:00.875]	  0.135	 -0.065
[09:34:00.883]	  0.065	 -0.135
[09:34:00.891]	 -0.005	 -0.155
[09:34:00.898]	 -0.095	 -0.155
[09:34:00.906]	 -0.135	 -0.165
[09:34:00.914]	 -0.075	 -0.175
[09:34:00.922]	 -0.055	 -0.185
[09:34:00.930]	 -0.125	 -0.175
[09:34:00.938]	 -0.105	 -0.175
[09:34:00.945]	 -0.105	 -0.185
[09:34:00.953]	 -0.105	 -0.175
[09:34:00.961]	 -0.125	 -0.185
[09:34:00.969]	 -0.125	 -0.175
[09:34:00.977]	 -0.135	 -0.175
[09:34:00.984]	 -0.105	 -0.155
[09:34:00.992]	 -0.105	 -0.155
[09:34:01.000]	 -0.115	 -0.155
[09:34:01.008]	 -0.125	 -0.145
[09:34:01.016]	 -0.115	 -0.135
[09:34:01.023]	 -0.055	 -0.135
[09:34:01.031]	 -0.075	 -0.145
[09:34:01.039]	 -0.055	 -0.155
[09:34:01.047]	 -0.085	 -0.155
[09:34:01.055]	 -0.055	 -0.155
[09:34:01.063]	 -0.035	 -0.155
[09:34:01.070]	 -0.055	 -0.155
[09:34:01.078]	 -0.105	 -0.155
[09:34:01.086]	 -0.105	 -0.155
[09:34:01.094]	 -0.055	 -0.155
[09:34:01.102]	 -0.055	 -0.175
[09:34:01.109]	 -0.075	 -0.165
[09:34:01.117]	 -0.075	 -0.165
[09:34:01.125]	 -0.075	 -0.165
[09:34:01.133]	 -0.075	 -0.165
[09:34:01.141]	 -0.075	 -0.185
[09:34:01.148]	 -0.105	 -0.175
[09:34:01.156]	 -0.105	 -0.165
[09:34:01.164]	 -0.125	 -0.135
[09:34:01.172]	 -0.125	 -0.095
[09:34:01.180]	 -0.015	 -0.095
[09:34:01.188]	  0.045	 -0.115
[09:34:01.195]	  0.085	 -0.155
[09:34:01.203]	  0.065	 -0.125
[09:34:01.211]	 -0.015	 -0.075
[09:34:01.219]	  0.045	 -0.065
[09:34:01.227]	  0.145	 -0.075
[09:34:01.234]	  0.095	 -0.105
[09:34:01.242]	  0.105	 -0.175
[09:34:01.250]	 -0.005	 -0.175
[09:34:01.258]	 -0.055	 -0.205
[09:34:01.266]	 -0.085	 -0.225
[09:34:01.273]	 -0.135	 -0.225
[09:34:01.281]	 -0.145	 -0.225
[09:34:01.289]	 -0.165	 -0.215
[09:34:01.297]	 -0.185	 -0.215
[09:34:01.305]	 -0.115	 -0.205
[09:34:01.313]	 -0.135	 -0.205
[09:34:01.320]	 -0.155	 -0.185
[09:34:01.328]	 -0.115	 -0.155
[09:34:01.336]	 -0.115	 -0.025
[09:34:01.344]	 -0.195	  0.565
[09:34:01.352]	 -0.215	  1.275
[09:34:01.359]	  0.465	  0.965
[09:34:01.367]	  1.495	  0.125
[09:34:01.375]	  2.075	 -0.955
[09:34:01.383]	  1.475	 -0.945
[09:34:01.391]	 -0.035	 -0.445
[09:34:01.398]	 -0.515	 -0.155
[09:34:01.406]	 -0.355	 -0.135
[09:34:01.414]	 -0.205	 -0.155
[09:34:01.422]	 -0.165	 -0.145
[09:34:01.430]	 -0.205	 -0.125
[09:34:01.438]	 -0.175	 -0.145
[09:34:01.445]	 -0.155	 -0.135
[09:34:01.453]	 -0.145	 -0.135
[09:34:01.461]	 -0.145	 -0.095
[09:34:01.469]	 -0.125	 -0.095
[09:34:01.477]	 -0.105	 -0.095
[09:34:01.484]	 -0.095	 -0.065
[09:34:01.492]	 -0.095	 -0.055
[09:34:01.500]	 -0.075	 -0.045
[09:34:01.508]	 -0.025	 -0.015
[09:34:01.516]	 -0.035	  0.005
[09:34:01.523]	 -0.055	  0.045
[09:34:01.531]	 -0.055	  0.065
[09:34:01.539]	  0.015	  0.105
[09:34:01.547]	  0.035	  0.145
[09:34:01.555]	  0.085	  0.205
[09:34:01.563]	  0.135	  0.265
[09:34:01.570]	  0.195	  0.285
[09:34:01.578]	  0.215	  0.295
[09:34:01.586]	  0.265	  0.285
[09:34:01.594]	  0.315	  0.245
[09:34:01.602]	  0.305	  0.245
[09:34:01.609]	  0.285	  0.195
[09:34:01.617]	  0.315	  0.125
[09:34:01.625]	  0.245	  0.045
[09:34:01.633]	  0.135	 -0.015
[09:34:01.641]	  0.055	 -0.075
[09:34:01.648]	  0.005	 -0.105
[09:34:01.656]	 -0.035	 -0.105
[09:34:01.664]	 -0.105	 -0.155
[09:34:01.672]	 -0.095	 -0.155
[09:34:01.680]	 -0.125	 -0.175
[09:34:01.688]	 -0.155	 -0.175
[09:34:01.695]	 -0.115	 -0.185
[09:34:01.703]	 -0.155	 -0.175
[09:34:01.711]	 -0.175	 -0.165
[09:34:01.719]	 -0.145	 -0.145
[09:34:01.727]	 -0.175	 -0.175
[09:34:01.734]	 -0.135	 -0.145
[09:34:01.742]	 -0.135	 -0.155
[09:34:01.750]	 -0.135	 -0.155
[09:34:01.758]	 -0.135	 -0.145
[09:34:01.766]	 -0.095	 -0.125
[09:34:01.773]	 -0.125	 -0.125
[09:34:01.781]	 -0.065	 -0.115
[09:34:01.789]	 -0.105	 -0.125
[09:34:01.797]	 -0.135	 -0.155
[09:34:01.805]	 -0.115	 -0.135
[09:34:01.813]	 -0.115	 -0.145
[09:34:01.820]	 -0.125	 -0.145
[09:34:01.828]	 -0.065	 -0.145
[09:34:01.836]	 -0.095	 -0.155
[09:34:01.844]	 -0.085	 -0.155
[09:34:01.852]	 -0.095	 -0.165
[09:34:01.859]	 -0.115	 -0.175
[09:34:01.867]	 -0.115	 -0.175
[09:34:01.875]	 -0.115	 -0.165
[09:34:01.883]	 -0.125	 -0.175
[09:34:01.891]	 -0.095	 -0.175
[09:34:01.898]	 -0.145	 -0.185
[09:34:01.906]	 -0.185	 -0.185
[09:34:01.914]	 -0.145	 -0.175
[09:34:01.922]	 -0.125	 -0.175
[09:34:01.930]	 -0.105	 -0.175
[09:34:01.938]	 -0.115	 -0.165
[09:34:01.945]	 -0.075	 -0.175
[09:34:01.953]	 -0.145	 -0.175
[09:34:01.961]	 -0.115	 -0.155
[09:34:01.969]	 -0.065	 -0.105
[09:34:01.977]	 -0.165	 -0.085
[09:34:01.984]	 -0.065	 -0.095
[09:34:01.992]	  0.005	 -0.115
[09:34:02.000]	  0.055	 -0.155
[09:34:02.008]	  0.015	 -0.115
[09:34:02.016]	 -0.025	 -0.075
[09:34:02.023]	  0.085	 -0.055
[09:34:02.031]	  0.085	 -0.075
[09:34:02.039]	  0.035	 -0.125
[09:34:02.047]	  0.035	 -0.155
[09:34:02.055]	 -0.015	 -0.145
[09:34:02.063]	 -0.015	 -0.185
[09:34:02.070]	 -0.175	 -0.225
[09:34:02.078]	 -0.165	 -0.205
[09:34:02.086]	 -0.205	 -0.185
[09:34:02.094]	 -0.215	 -0.215
[09:34:02.102]	 -0.245	 -0.215
[09:34:02.109]	 -0.185	 -0.205
[09:34:02.117]	 -0.145	 -0.195
[09:34:02.125]	 -0.165	 -0.185
[09:34:02.133]	 -0.145	 -0.145
[09:34:02.141]	 -0.135	 -0.015
[09:34:02.148]	 -0.295	  0.565
[09:34:02.156]	 -0.265	  1.305
[09:34:02.164]	  0.475	  0.935
[09:34:02.172]	  1.535	  0.095
[09:34:02.180]	  2.115	 -0.985
[09:34:02.188]	  1.345	 -0.885
[09:34:02.195]	 -0.235	 -0.405
[09:34:02.203]	 -0.615	 -0.155
[09:34:02.211]	 -0.405	 -0.105
[09:34:02.219]	 -0.255	 -0.165
[09:34:02.227]	 -0.195	 -0.165
[09:34:02.234]	 -0.185	 -0.155
[09:34:02.242]	 -0.165	 -0.145
[09:34:02.250]	 -0.195	 -0.135
[09:34:02.258]	 -0.155	 -0.105
[09:34:02.266]	 -0.165	 -0.105
[09:34:02.273]	 -0.215	 -0.095
[09:34:02.281]	 -0.165	 -0.065
[09:34:02.289]	 -0.115	 -0.085
[09:34:02.297]	 -0.075	 -0.055
[09:34:02.305]	 -0.115	 -0.025
[09:34:02.313]	 -0.065	 -0.005
[09:34:02.320]	 -0.045	  0.025
[09:34:02.328]	 -0.055	  0.065
[09:34:02.336]	 -0.045	  0.095
[09:34:02.344]	 -0.015	  0.135
[09:34:02.352]	  0.015	  0.175
[09:34:02.359]	  0.065	  0.235
[09:34:02.367]	  0.155	  0.275
[09:34:02.375]	  0.195	  0.295
[09:34:02.383]	  0.235	  0.305
[09:34:02.391]	  0.215	  0.285
[09:34:02.398]	  0.255	  0.275
[09:34:02.406]	  0.325	  0.265
[09:34:02.414]	  0.335	  0.215
[09:34:02.422]	  0.265	  0.145
[09:34:02.430]	  0.205	  0.105
[09:34:02.438]	  0.095	  0.055
[09:34:02.445]	 -0.025	  0.005
[09:34:02.453]	  0.035	 -0.015
[09:34:02.461]	  0.015	 -0.035
[09:34:02.469]	 -0.075	 -0.055
[09:34:02.477]	 -0.125	 -0.055
[09:34:02.484]	 -0.105	 -0.075
[09:34:02.492]	 -0.135	 -0.085
[09:34:02.500]	 -0.145	 -0.085
[09:34:02.508]	 -0.195	 -0.105
[09:34:02.516]	 -0.105	 -0.115
[09:34:02.523]	 -0.115	 -0.135
[09:34:02.531]	 -0.125	 -0.135
[09:34:02.539]	 -0.065	 -0.155
[09:34:02.547]	 -0.135	 -0.175
[09:34:02.555]	 -0.135	 -0.195
[09:34:02.563]	 -0.065	 -0.195
[09:34:02.570]	 -0.045	 -0.215
[09:34:02.578]	 -0.075	 -0.205
[09:34:02.586]	 -0.025	 -0.195
[09:34:02.594]	 -0.065	 -0.205
[09:34:02.602]	 -0.065	 -0.215
[09:34:02.609]	 -0.055	 -0.215
[09:34:02.617]	 -0.045	 -0.225
[09:34:02.625]	 -0.075	 -0.235
[09:34:02.633]	 -0.065	 -0.225
[09:34:02.641]	 -0.065	 -0.245
[09:34:02.648]	 -0.095	 -0.265
[09:34:02.656]	 -0.045	 -0.275
[09:34:02.664]	 -0.015	 -0.255
[09:34:02.672]	 -0.055	 -0.275
[09:34:02.680]	 -0.045	 -0.255
[09:34:02.688]	 -0.065	 -0.285
[09:34:02.695]	 -0.035	 -0.275
[09:34:02.703]	 -0.035	 -0.245
[09:34:02.711]	 -0.045	 -0.255
[09:34:02.719]	 -0.075	 -0.255
[09:34:02.727]	 -0.095	 -0.235
[09:34:02.734]	 -0.085	 -0.265
[09:34:02.742]	 -0.055	 -0.255
[09:34:02.750]	 -0.015	 -0.255
[09:34:02.758]	 -0.055	 -0.265
[09:34:02.766]	 -0.035	 -0.255
[09:34:02.773]	 -0.025	 -0.245
[09:34:02.781]	 -0.075	 -0.195
[09:34:02.789]	 -0.025	 -0.175
[09:34:02.797]	  0.075	 -0.175
[09:34:02.805]	  0.115	 -0.175
[09:34:02.813]	  0.105	 -0.185
[09:34:02.820]	  0.065	 -0.185
[09:34:02.828]	  0.055	 -0.135
[09:34:02.836]	  0.105	 -0.145
[09:34:02.844]	  0.095	 -0.145
[09:34:02.852]	  0.115	 -0.175
[09:34:02.859]	  0.145	 -0.235
[09:34:02.867]	  0.065	 -0.235
[09:34:02.875]	  0.015	 -0.255
[09:34:02.883]	 -0.005	 -0.295
[09:34:02.891]	 -0.045	 -0.305
[09:34:02.898]	 -0.095	 -0.235
[09:34:02.906]	 -0.145	 -0.285
[09:34:02.914]	 -0.105	 -0.265
[09:34:02.922]	 -0.075	 -0.255
[09:34:02.930]	 -0.075	 -0.215
[09:34:02.938]	 -0.045	 -0.195
[09:34:02.945]	 -0.105	 -0.175
[09:34:02.953]	 -0.025	  0.135
[09:34:02.961]	 -0.105	  1.005
[09:34:02.969]	  0.105	  1.215
[09:34:02.977]	  0.955	  0.475
[09:34:02.984]	  1.725	 -0.675
[09:34:02.992]	  1.755	 -1.105
[09:34:03.000]	  0.475	 -0.625
[09:34:03.008]	 -0.355	 -0.235
[09:34:03.016]	 -0.405	 -0.175
[09:34:03.023]	 -0.175	 -0.175
[09:34:03.031]	 -0.085	 -0.155
[09:34:03.039]	 -0.125	 -0.165
[09:34:03.047]	 -0.095	 -0.165
[09:34:03.055]	 -0.105	 -0.135
[09:34:03.063]	 -0.125	 -0.125
[09:34:03.070]	 -0.095	 -0.105
[09:34:03.078]	 -0.095	 -0.095
[09:34:03.086]	 -0.065	 -0.095
[09:34:03.094]	 -0.095	 -0.075
[09:34:03.102]	 -0.075	 -0.055
[09:34:03.109]	 -0.085	 -0.035
[09:34:03.117]	 -0.095	 -0.015
[09:34:03.125]	 -0.005	  0.025
[09:34:03.133]	  0.025	  0.055
[09:34:03.141]	  0.005	  0.085
[09:34:03.148]	 -0.005	  0.115
[09:34:03.156]	 -0.015	  0.155
[09:34:03.164]	  0.055	  0.215
[09:34:03.172]	  0.105	  0.245
[09:34:03.180]	  0.195	  0.295
[09:34:03.188]	  0.255	  0.335
[09:34:03.195]	  0.265	  0.305
[09:34:03.203]	  0.235	  0.275
[09:34:03.211]	  0.215	  0.245
[09:34:03.219]	  0.225	  0.235
[09:34:03.227]	  0.305	  0.135
[09:34:03.234]	  0.285	  0.055
[09:34:03.242]	  0.185	  0.025
[09:34:03.250]	  0.085	 -0.045
[09:34:03.258]	 -0.025	 -0.095
[09:34:03.266]	 -0.095	 -0.135
[09:34:03.273]	 -0.115	 -0.145
[09:34:03.281]	 -0.105	 -0.145
[09:34:03.289]	 -0.155	 -0.165
[09:34:03.297]	 -0.135	 -0.165
[09:34:03.305]	 -0.185	 -0.175
[09:34:03.313]	 -0.235	 -0.145
[09:34:03.320]	 -0.155	 -0.165
[09:34:03.328]	 -0.145	 -0.155
[09:34:03.336]	 -0.235	 -0.135
[09:34:03.344]	 -0.225	 -0.125
[09:34:03.352]	 -0.195	 -0.145
[09:34:03.359]	 -0.195	 -0.145
[09:34:03.367]	 -0.125	 -0.135
[09:34:03.375]	 -0.115	 -0.135
[09:34:03.383]	 -0.185	 -0.145
[09:34:03.391]	 -0.125	 -0.145
[09:34:03.398]	 -0.095	 -0.125
[09:34:03.406]	 -0.075	 -0.115
[09:34:03.414]	 -0.135	 -0.145
[09:34:03.422]	 -0.155	 -0.135
[09:34:03.430]	 -0.195	 -0.145
[09:34:03.438]	 -0.195	 -0.135
[09:34:03.445]	 -0.155	 -0.145
[09:34:03.453]	 -0.125	 -0.165
[09:34:03.461]	 -0.125	 -0.155
[09:34:03.469]	 -0.165	 -0.165
[09:34:03.477]	 -0.225	 -0.165
[09:34:03.484]	 -0.215	 -0.175
[09:34:03.492]	 -0.125	 -0.175
[09:34:03.500]	 -0.115	 -0.155
[09:34:03.508]	 -0.105	 -0.165
[09:34:03.516]	 -0.135	 -0.155
[09:34:03.523]	 -0.185	 -0.175
[09:34:03.531]	 -0.185	 -0.165
[09:34:03.539]	 -0.195	 -0.165
[09:34:03.547]	 -0.175	 -0.135
[09:34:03.555]	 -0.215	 -0.085
[09:34:03.563]	 -0.145	 -0.065
[09:34:03.570]	 -0.045	 -0.095
[09:34:03.578]	 -0.015	 -0.135
[09:34:03.586]	  0.005	 -0.135
[09:34:03.594]	  0.025	 -0.065
[09:34:03.602]	  0.015	 -0.045
[09:34:03.609]	  0.045	 -0.055
[09:34:03.617]	 -0.025	 -0.075
[09:34:03.625]	  0.065	 -0.135
[09:34:03.633]	 -0.025	 -0.165
[09:34:03.641]	 -0.135	 -0.175
[09:34:03.648]	 -0.155	 -0.195
[09:34:03.656]	 -0.195	 -0.215
[09:34:03.664]	 -0.175	 -0.195
[09:34:03.672]	 -0.225	 -0.195
[09:34:03.680]	 -0.215	 -0.215
[09:34:03.688]	 -0.205	 -0.195
[09:34:03.695]	 -0.205	 -0.185
[09:34:03.703]	 -0.185	 -0.155
[09:34:03.711]	 -0.195	 -0.135
[09:34:03.719]	 -0.175	 -0.005
[09:34:03.727]	 -0.255	  0.545
[09:34:03.734]	 -0.285	  1.265
[09:34:03.742]	  0.395	  1.045
[09:34:03.750]	  1.385	  0.205
[09:34:03.758]	  2.075	 -0.905
[09:34:03.766]	  1.325	 -0.865
[09:34:03.773]	 -0.255	 -0.425
[09:34:03.781]	 -0.655	 -0.165
[09:34:03.789]	 -0.425	 -0.125
[09:34:03.797]	 -0.275	 -0.145
[09:34:03.805]	 -0.275	 -0.155
[09:34:03.813]	 -0.265	 -0.115
[09:34:03.820]	 -0.245	 -0.135
[09:34:03.828]	 -0.235	 -0.115
[09:34:03.836]	 -0.225	 -0.105
[09:34:03.844]	 -0.205	 -0.075
[09:34:03.852]	 -0.215	 -0.045
[09:34:03.859]	 -0.205	  0.005
[09:34:03.867]	 -0.165	  0.015
[09:34:03.875]	 -0.175	  0.035
[09:34:03.883]	 -0.165	  0.065
[09:34:03.891]	 -0.175	  0.085
[09:34:03.898]	 -0.165	  0.105
[09:34:03.906]	 -0.105	  0.145
[09:34:03.914]	 -0.105	  0.165
[09:34:03.922]	 -0.125	  0.225
[09:34:03.930]	 -0.095	  0.285
[09:34:03.938]	 -0.005	  0.325
[09:34:03.945]	  0.005	  0.345
[09:34:03.953]	  0.085	  0.385
[09:34:03.961]	  0.145	  0.405
[09:34:03.969]	  0.155	  0.375
[09:34:03.977]	  0.155	  0.355
[09:34:03.984]	  0.225	  0.345
[09:34:03.992]	  0.215	  0.285
[09:34:04.000]	  0.115	  0.225
[09:34:04.008]	  0.035	  0.115
[09:34:04.016]	 -0.055	  0.045
[09:34:04.023]	 -0.075	 -0.005
[09:34:04.031]	 -0.115	 -0.055
[09:34:04.039]	 -0.175	 -0.085
[09:34:04.047]	 -0.235	 -0.105
[09:34:04.055]	 -0.275	 -0.105
[09:34:04.063]	 -0.295	 -0.105
[09:34:04.070]	 -0.345	 -0.125
[09:34:04.078]	 -0.355	 -0.135
[09:34:04.086]	 -0.325	 -0.145
[09:34:04.094]	 -0.345	 -0.125
[09:34:04.102]	 -0.345	 -0.115
[09:34:04.109]	 -0.365	 -0.105
[09:34:04.117]	 -0.255	 -0.105
[09:34:04.125]	 -0.275	 -0.105
[09:34:04.133]	 -0.315	 -0.105
[09:34:04.141]	 -0.335	 -0.105
[09:34:04.148]	 -0.265	 -0.105
[09:34:04.156]	 -0.265	 -0.105
[09:34:04.164]	 -0.305	 -0.125
[09:34:04.172]	 -0.285	 -0.095
[09:34:04.180]	 -0.275	 -0.115
[09:34:04.188]	 -0.355	 -0.135
[09:34:04.195]	 -0.275	 -0.135
[09:34:04.203]	 -0.245	 -0.105
[09:34:04.211]	 -0.265	 -0.135
[09:34:04.219]	 -0.345	 -0.145
[09:34:04.227]	 -0.305	 -0.155
[09:34:04.234]	 -0.315	 -0.155
[09:34:04.242]	 -0.345	 -0.155
[09:34:04.250]	 -0.295	 -0.155
[09:34:04.258]	 -0.305	 -0.135
[09:34:04.266]	 -0.325	 -0.145
[09:34:04.273]	 -0.325	 -0.115
[09:34:04.281]	 -0.305	 -0.075
[09:34:04.289]	 -0.205	 -0.095
[09:34:04.297]	 -0.125	 -0.115
[09:34:04.305]	 -0.185	 -0.125
[09:34:04.313]	 -0.155	 -0.105
[09:34:04.320]	 -0.215	 -0.055
[09:34:04.328]	 -0.165	 -0.035
[09:34:04.336]	 -0.105	 -0.055
[09:34:04.344]	 -0.125	 -0.065
[09:34:04.352]	 -0.115	 -0.135
[09:34:04.359]	 -0.125	 -0.165
[09:34:04.367]	 -0.195	 -0.165
[09:34:04.375]	 -0.295	 -0.205
[09:34:04.383]	 -0.305	 -0.205
[09:34:04.391]	 -0.265	 -0.215
[09:34:04.398]	 -0.235	 -0.215
[09:34:04.406]	 -0.225	 -0.195
[09:34:04.414]	 -0.235	 -0.195
[09:34:04.422]	 -0.255	 -0.185
[09:34:04.430]	 -0.175	 -0.155
[09:34:04.438]	 -0.195	 -0.115
[09:34:04.445]	 -0.175	  0.015
[09:34:04.453]	 -0.295	  0.565
[09:34:04.461]	 -0.305	  1.295
[09:34:04.469]	  0.345	  1.035
[09:34:04.477]	  1.185	  0.245
[09:34:04.484]	  1.635	 -0.895
[09:34:04.492]	  1.015	 -0.915
[09:34:04.500]	 -0.065	 -0.475
[09:34:04.508]	 -0.355	 -0.155
[09:34:04.516]	 -0.265	 -0.115
[09:34:04.523]	 -0.135	 -0.135
[09:34:04.531]	 -0.065	 -0.115
[09:34:04.539]	 -0.055	 -0.135
[09:34:04.547]	 -0.045	 -0.125
[09:34:04.555]	 -0.015	 -0.105
[09:34:04.563]	  0.015	 -0.095
[09:34:04.570]	  0.005	 -0.075
[09:34:04.578]	  0.045	 -0.055
[09:34:04.586]	  0.095	 -0.065
[09:34:04.594]	  0.075	 -0.035
[09:34:04.602]	  0.075	 -0.015
[09:34:04.609]	  0.065	 -0.015
[09:34:04.617]	  0.065	  0.015
[09:34:04.625]	  0.135	  0.045
[09:34:04.633]	  0.135	  0.065
[09:34:04.641]	  0.145	  0.105
[09:34:04.648]	  0.135	  0.165
[09:34:04.656]	  0.195	  0.225
[09:34:04.664]	  0.195	  0.255
[09:34:04.672]	  0.275	  0.305
[09:34:04.680]	  0.295	  0.325
[09:34:04.688]	  0.305	  0.325
[09:34:04.695]	  0.315	  0.295
[09:34:04.703]	  0.345	  0.285
[09:34:04.711]	  0.315	  0.255
[09:34:04.719]	  0.305	  0.205
[09:34:04.727]	  0.265	  0.115
[09:34:04.734]	  0.275	  0.035
[09:34:04.742]	  0.235	 -0.015
[09:34:04.750]	  0.195	 -0.055
[09:34:04.758]	  0.145	 -0.095
[09:34:04.766]	  0.105	 -0.105
[09:34:04.773]	  0.055	 -0.125
[09:34:04.781]	 -0.005	 -0.095
[09:34:04.789]	 -0.025	 -0.145
[09:34:04.797]	 -0.005	 -0.145
[09:34:04.805]	 -0.045	 -0.135
[09:34:04.813]	 -0.085	 -0.115
[09:34:04.820]	 -0.015	 -0.115
[09:34:04.828]	 -0.015	 -0.105
[09:34:04.836]	 -0.015	 -0.085
[09:34:04.844]	 -0.065	 -0.085
[09:34:04.852]	 -0.055	 -0.105
[09:34:04.859]	 -0.065	 -0.105
[09:34:04.867]	  0.015	 -0.075
[09:34:04.875]	 -0.015	 -0.085
[09:34:04.883]	 -0.065	 -0.085
[09:34:04.891]	 -0.075	 -0.095
[09:34:04.898]	 -0.055	 -0.085
[09:34:04.906]	 -0.075	 -0.105
[09:34:04.914]	 -0.065	 -0.105
[09:34:04.922]	 -0.075	 -0.105
[09:34:04.930]	 -0.065	 -0.115
[09:34:04.938]	 -0.095	 -0.125
[09:34:04.945]	 -0.115	 -0.135
[09:34:04.953]	 -0.075	 -0.125
[09:34:04.961]	 -0.085	 -0.135
[09:34:04.969]	 -0.075	 -0.125
[09:34:04.977]	 -0.115	 -0.135
[09:34:04.984]	 -0.165	 -0.105
[09:34:04.992]	 -0.145	 -0.055
[09:34:05.000]	 -0.045	 -0.065
[09:34:05.008]	  0.015	 -0.075
[09:34:05.016]	  0.025	 -0.115
[09:34:05.023]	  0.025	 -0.115
[09:34:05.031]	  0.025	 -0.045
[09:34:05.039]	  0.005	 -0.025
[09:34:05.047]	  0.035	 -0.065
