     Time	   ECG1	   ECG2
[13:50:00.680]	  0.435	  0.335
[13:50:00.688]	  0.425	  0.325
[13:50:00.695]	  0.425	  0.325
[13:50:00.703]	  0.425	  0.325
[13:50:00.711]	  0.415	  0.315
[13:50:00.719]	  0.405	  0.315
[13:50:00.727]	  0.405	  0.305
[13:50:00.734]	  0.395	  0.305
[13:50:00.742]	  0.395	  0.295
[13:50:00.750]	  0.385	  0.285
[13:50:00.758]	  0.385	  0.285
[13:50:00.766]	  0.375	  0.285
[13:50:00.773]	  0.365	  0.275
[13:50:00.781]	  0.365	  0.265
[13:50:00.789]	  0.355	  0.255
[13:50:00.797]	  0.345	  0.255
[13:50:00.805]	  0.345	  0.245
[13:50:00.813]	  0.345	  0.245
[13:50:00.820]	  0.335	  0.235
[13:50:00.828]	  0.325	  0.235
[13:50:00.836]	  0.315	  0.225
[13:50:00.844]	  0.315	  0.225
[13:50:00.852]	  0.305	  0.215
[13:50:00.859]	  0.295	  0.215
[13:50:00.867]	  0.295	  0.205
[13:50:00.875]	  0.295	  0.195
[13:50:00.883]	  0.285	  0.195
[13:50:00.891]	  0.275	  0.195
[13:50:00.898]	  0.265	  0.185
[13:50:00.906]	  0.265	  0.175
[13:50:00.914]	  0.255	  0.175
[13:50:00.922]	  0.255	  0.175
[13:50:00.930]	  0.245	  0.165
[13:50:00.938]	  0.235	  0.155
[13:50:00.945]	  0.235	  0.155
[13:50:00.953]	  0.225	  0.155
[13:50:00.961]	  0.215	  0.145
[13:50:00.969]	  0.205	  0.135
[13:50:00.977]	  0.195	  0.125
[13:50:00.984]	  0.195	  0.125
[13:50:00.992]	  0.185	  0.115
[13:50:01.000]	  0.175	  0.105
[13:50:01.008]	  0.165	  0.095
[13:50:01.016]	  0.155	  0.095
[13:50:01.023]	  0.145	  0.085
[13:50:01.031]	  0.145	  0.075
[13:50:01.039]	  0.135	  0.075
[13:50:01.047]	  0.125	  0.075
[13:50:01.055]	  0.115	  0.065
[13:50:01.063]	  0.105	  0.055
[13:50:01.070]	  0.085	  0.035
[13:50:01.078]	 -0.385	 -0.185
[13:50:01.086]	 -0.625	 -0.625
[13:50:01.094]	 -0.555	 -0.565
[13:50:01.102]	 -0.515	 -0.515
[13:50:01.109]	 -0.495	 -0.495
[13:50:01.117]	 -0.505	 -0.495
[13:50:01.125]	 -0.495	 -0.485
[13:50:01.133]	 -0.495	 -0.485
[13:50:01.141]	 -0.495	 -0.475
[13:50:01.148]	 -0.495	 -0.475
[13:50:01.156]	 -0.495	 -0.475
[13:50:01.164]	 -0.485	 -0.475
[13:50:01.172]	 -0.485	 -0.465
[13:50:01.180]	 -0.485	 -0.455
[13:50:01.188]	 -0.475	 -0.455
[13:50:01.195]	 -0.475	 -0.455
[13:50:01.203]	 -0.465	 -0.445
[13:50:01.211]	 -0.455	 -0.445
[13:50:01.219]	 -0.455	 -0.435
[13:50:01.227]	 -0.455	 -0.435
[13:50:01.234]	 -0.445	 -0.425
[13:50:01.242]	 -0.445	 -0.415
[13:50:01.250]	 -0.435	 -0.415
[13:50:01.258]	 -0.435	 -0.415
[13:50:01.266]	 -0.415	 -0.405
[13:50:01.273]	 -0.415	 -0.395
[13:50:01.281]	 -0.415	 -0.395
[13:50:01.289]	 -0.405	 -0.385
[13:50:01.297]	 -0.395	 -0.375
[13:50:01.305]	 -0.395	 -0.375
[13:50:01.313]	 -0.385	 -0.375
[13:50:01.320]	 -0.375	 -0.375
[13:50:01.328]	 -0.375	 -0.355
[13:50:01.336]	 -0.365	 -0.355
[13:50:01.344]	 -0.365	 -0.355
[13:50:01.352]	 -0.355	 -0.345
[13:50:01.359]	 -0.345	 -0.335
[13:50:01.367]	 -0.345	 -0.335
[13:50:01.375]	 -0.335	 -0.335
[13:50:01.383]	 -0.325	 -0.325
[13:50:01.391]	 -0.315	 -0.315
[13:50:01.398]	 -0.315	 -0.315
[13:50:01.406]	 -0.305	 -0.305
[13:50:01.414]	 -0.305	 -0.305
[13:50:01.422]	 -0.295	 -0.295
[13:50:01.430]	 -0.295	 -0.295
[13:50:01.438]	 -0.285	 -0.285
[13:50:01.445]	 -0.275	 -0.285
[13:50:01.453]	 -0.265	 -0.265
[13:50:01.461]	 -0.265	 -0.265
[13:50:01.469]	 -0.255	 -0.265
[13:50:01.477]	 -0.245	 -0.255
[13:50:01.484]	 -0.235	 -0.245
[13:50:01.492]	 -0.225	 -0.235
[13:50:01.500]	 -0.215	 -0.235
[13:50:01.508]	 -0.205	 -0.235
[13:50:01.516]	 -0.195	 -0.215
[13:50:01.523]	 -0.195	 -0.215
[13:50:01.531]	 -0.185	 -0.215
[13:50:01.539]	 -0.175	 -0.205
[13:50:01.547]	 -0.165	 -0.195
[13:50:01.555]	 -0.155	 -0.185
[13:50:01.563]	 -0.135	 -0.185
[13:50:01.570]	 -0.135	 -0.165
[13:50:01.578]	  0.525	  0.345
[13:50:01.586]	  0.565	  0.485
[13:50:01.594]	  0.495	  0.415
[13:50:01.602]	  0.475	  0.385
[13:50:01.609]	  0.465	  0.375
[13:50:01.617]	  0.455	  0.365
[13:50:01.625]	  0.455	  0.355
[13:50:01.633]	  0.455	  0.355
[13:50:01.641]	  0.445	  0.355
[13:50:01.648]	  0.445	  0.355
[13:50:01.656]	  0.445	  0.345
[13:50:01.664]	  0.435	  0.345
[13:50:01.672]	  0.435	  0.345
[13:50:01.680]	  0.435	  0.335
[13:50:01.688]	  0.435	  0.325
[13:50:01.695]	  0.425	  0.325
[13:50:01.703]	  0.415	  0.325
[13:50:01.711]	  0.415	  0.315
[13:50:01.719]	  0.405	  0.305
[13:50:01.727]	  0.405	  0.305
[13:50:01.734]	  0.405	  0.305
[13:50:01.742]	  0.395	  0.295
[13:50:01.750]	  0.385	  0.285
[13:50:01.758]	  0.385	  0.275
[13:50:01.766]	  0.375	  0.285
[13:50:01.773]	  0.375	  0.275
[13:50:01.781]	  0.365	  0.265
[13:50:01.789]	  0.365	  0.265
[13:50:01.797]	  0.355	  0.255
[13:50:01.805]	  0.345	  0.255
[13:50:01.813]	  0.345	  0.245
[13:50:01.820]	  0.335	  0.235
[13:50:01.828]	  0.335	  0.235
[13:50:01.836]	  0.325	  0.225
[13:50:01.844]	  0.325	  0.215
[13:50:01.852]	  0.315	  0.215
[13:50:01.859]	  0.305	  0.215
[13:50:01.867]	  0.305	  0.205
[13:50:01.875]	  0.295	  0.205
[13:50:01.883]	  0.285	  0.195
[13:50:01.891]	  0.285	  0.195
[13:50:01.898]	  0.275	  0.185
[13:50:01.906]	  0.265	  0.175
[13:50:01.914]	  0.265	  0.175
[13:50:01.922]	  0.255	  0.175
[13:50:01.930]	  0.245	  0.165
[13:50:01.938]	  0.245	  0.155
[13:50:01.945]	  0.235	  0.155
[13:50:01.953]	  0.225	  0.155
[13:50:01.961]	  0.215	  0.145
[13:50:01.969]	  0.215	  0.135
[13:50:01.977]	  0.205	  0.125
[13:50:01.984]	  0.195	  0.125
[13:50:01.992]	  0.185	  0.115
[13:50:02.000]	  0.185	  0.105
[13:50:02.008]	  0.175	  0.095
[13:50:02.016]	  0.165	  0.095
[13:50:02.023]	  0.155	  0.085
[13:50:02.031]	  0.145	  0.075
[13:50:02.039]	  0.135	  0.075
[13:50:02.047]	  0.125	  0.065
[13:50:02.055]	  0.115	  0.065
[13:50:02.063]	  0.095	  0.045
[13:50:02.070]	  0.085	  0.035
[13:50:02.078]	 -0.505	 -0.335
[13:50:02.086]	 -0.615	 -0.615
[13:50:02.094]	 -0.545	 -0.555
[13:50:02.102]	 -0.515	 -0.515
[13:50:02.109]	 -0.505	 -0.505
[13:50:02.117]	 -0.505	 -0.495
[13:50:02.125]	 -0.505	 -0.495
[13:50:02.133]	 -0.495	 -0.495
[13:50:02.141]	 -0.495	 -0.485
[13:50:02.148]	 -0.495	 -0.485
[13:50:02.156]	 -0.485	 -0.485
[13:50:02.164]	 -0.485	 -0.485
[13:50:02.172]	 -0.485	 -0.475
[13:50:02.180]	 -0.475	 -0.465
[13:50:02.188]	 -0.475	 -0.465
[13:50:02.195]	 -0.465	 -0.465
[13:50:02.203]	 -0.465	 -0.455
[13:50:02.211]	 -0.455	 -0.445
[13:50:02.219]	 -0.445	 -0.445
[13:50:02.227]	 -0.445	 -0.445
[13:50:02.234]	 -0.435	 -0.435
[13:50:02.242]	 -0.435	 -0.435
[13:50:02.250]	 -0.425	 -0.425
[13:50:02.258]	 -0.415	 -0.425
[13:50:02.266]	 -0.415	 -0.415
[13:50:02.273]	 -0.405	 -0.405
[13:50:02.281]	 -0.395	 -0.405
[13:50:02.289]	 -0.395	 -0.405
[13:50:02.297]	 -0.385	 -0.395
[13:50:02.305]	 -0.375	 -0.385
[13:50:02.313]	 -0.375	 -0.395
[13:50:02.320]	 -0.365	 -0.385
[13:50:02.328]	 -0.365	 -0.375
[13:50:02.336]	 -0.355	 -0.365
[13:50:02.344]	 -0.345	 -0.365
[13:50:02.352]	 -0.345	 -0.365
[13:50:02.359]	 -0.345	 -0.355
[13:50:02.367]	 -0.335	 -0.345
[13:50:02.375]	 -0.325	 -0.345
[13:50:02.383]	 -0.325	 -0.335
[13:50:02.391]	 -0.315	 -0.335
[13:50:02.398]	 -0.315	 -0.325
[13:50:02.406]	 -0.305	 -0.325
[13:50:02.414]	 -0.305	 -0.325
[13:50:02.422]	 -0.295	 -0.305
[13:50:02.430]	 -0.285	 -0.305
[13:50:02.438]	 -0.275	 -0.305
[13:50:02.445]	 -0.275	 -0.295
[13:50:02.453]	 -0.275	 -0.285
[13:50:02.461]	 -0.265	 -0.285
[13:50:02.469]	 -0.255	 -0.275
[13:50:02.477]	 -0.245	 -0.275
[13:50:02.484]	 -0.235	 -0.255
[13:50:02.492]	 -0.235	 -0.255
[13:50:02.500]	 -0.225	 -0.255
[13:50:02.508]	 -0.215	 -0.245
[13:50:02.516]	 -0.205	 -0.235
[13:50:02.523]	 -0.195	 -0.225
[13:50:02.531]	 -0.185	 -0.225
[13:50:02.539]	 -0.175	 -0.225
[13:50:02.547]	 -0.165	 -0.205
[13:50:02.555]	 -0.155	 -0.205
[13:50:02.563]	 -0.145	 -0.205
[13:50:02.570]	 -0.125	 -0.185
[13:50:02.578]	  0.335	  0.035
[13:50:02.586]	  0.585	  0.485
[13:50:02.594]	  0.505	  0.415
[13:50:02.602]	  0.475	  0.375
[13:50:02.609]	  0.465	  0.365
[13:50:02.617]	  0.455	  0.355
[13:50:02.625]	  0.455	  0.345
[13:50:02.633]	  0.455	  0.345
[13:50:02.641]	  0.455	  0.345
[13:50:02.648]	  0.445	  0.345
[13:50:02.656]	  0.445	  0.335
[13:50:02.664]	  0.445	  0.325
[13:50:02.672]	  0.445	  0.335
[13:50:02.680]	  0.435	  0.325
[13:50:02.688]	  0.435	  0.315
[13:50:02.695]	  0.425	  0.315
[13:50:02.703]	  0.425	  0.305
[13:50:02.711]	  0.415	  0.305
[13:50:02.719]	  0.415	  0.295
[13:50:02.727]	  0.405	  0.295
[13:50:02.734]	  0.405	  0.295
[13:50:02.742]	  0.395	  0.275
[13:50:02.750]	  0.385	  0.275
[13:50:02.758]	  0.385	  0.265
[13:50:02.766]	  0.375	  0.265
[13:50:02.773]	  0.375	  0.255
[13:50:02.781]	  0.365	  0.245
[13:50:02.789]	  0.355	  0.235
[13:50:02.797]	  0.355	  0.245
[13:50:02.805]	  0.345	  0.235
[13:50:02.813]	  0.345	  0.225
[13:50:02.820]	  0.335	  0.215
[13:50:02.828]	  0.325	  0.215
[13:50:02.836]	  0.325	  0.205
[13:50:02.844]	  0.315	  0.205
[13:50:02.852]	  0.305	  0.195
[13:50:02.859]	  0.305	  0.195
[13:50:02.867]	  0.295	  0.185
[13:50:02.875]	  0.295	  0.185
[13:50:02.883]	  0.285	  0.175
[13:50:02.891]	  0.275	  0.175
[13:50:02.898]	  0.275	  0.165
[13:50:02.906]	  0.265	  0.165
[13:50:02.914]	  0.255	  0.155
[13:50:02.922]	  0.255	  0.155
[13:50:02.930]	  0.245	  0.145
[13:50:02.938]	  0.245	  0.135
[13:50:02.945]	  0.235	  0.135
[13:50:02.953]	  0.225	  0.135
[13:50:02.961]	  0.215	  0.125
[13:50:02.969]	  0.215	  0.115
[13:50:02.977]	  0.205	  0.105
[13:50:02.984]	  0.195	  0.105
[13:50:02.992]	  0.185	  0.095
[13:50:03.000]	  0.175	  0.095
[13:50:03.008]	  0.165	  0.085
[13:50:03.016]	  0.155	  0.075
[13:50:03.023]	  0.155	  0.065
[13:50:03.031]	  0.145	  0.065
[13:50:03.039]	  0.135	  0.055
[13:50:03.047]	  0.115	  0.055
[13:50:03.055]	  0.105	  0.045
[13:50:03.063]	  0.095	  0.035
[13:50:03.070]	  0.085	  0.055
[13:50:03.078]	 -0.605	 -0.565
[13:50:03.086]	 -0.575	 -0.605
[13:50:03.094]	 -0.515	 -0.545
[13:50:03.102]	 -0.495	 -0.525
[13:50:03.109]	 -0.495	 -0.505
[13:50:03.117]	 -0.495	 -0.505
[13:50:03.125]	 -0.485	 -0.505
[13:50:03.133]	 -0.475	 -0.495
[13:50:03.141]	 -0.475	 -0.495
[13:50:03.148]	 -0.475	 -0.495
[13:50:03.156]	 -0.475	 -0.495
[13:50:03.164]	 -0.465	 -0.485
[13:50:03.172]	 -0.465	 -0.475
[13:50:03.180]	 -0.465	 -0.475
[13:50:03.188]	 -0.455	 -0.475
[13:50:03.195]	 -0.455	 -0.475
[13:50:03.203]	 -0.445	 -0.455
[13:50:03.211]	 -0.445	 -0.455
[13:50:03.219]	 -0.435	 -0.455
[13:50:03.227]	 -0.435	 -0.455
[13:50:03.234]	 -0.425	 -0.435
[13:50:03.242]	 -0.425	 -0.435
[13:50:03.250]	 -0.415	 -0.435
[13:50:03.258]	 -0.415	 -0.435
[13:50:03.266]	 -0.415	 -0.425
[13:50:03.273]	 -0.405	 -0.415
[13:50:03.281]	 -0.395	 -0.415
[13:50:03.289]	 -0.395	 -0.405
[13:50:03.297]	 -0.385	 -0.395
[13:50:03.305]	 -0.385	 -0.395
[13:50:03.313]	 -0.385	 -0.395
[13:50:03.320]	 -0.375	 -0.385
[13:50:03.328]	 -0.365	 -0.375
[13:50:03.336]	 -0.365	 -0.375
[13:50:03.344]	 -0.365	 -0.375
[13:50:03.352]	 -0.355	 -0.365
[13:50:03.359]	 -0.345	 -0.355
[13:50:03.367]	 -0.345	 -0.355
[13:50:03.375]	 -0.345	 -0.355
[13:50:03.383]	 -0.335	 -0.345
[13:50:03.391]	 -0.325	 -0.335
[13:50:03.398]	 -0.325	 -0.335
[13:50:03.406]	 -0.315	 -0.325
[13:50:03.414]	 -0.305	 -0.325
[13:50:03.422]	 -0.305	 -0.315
[13:50:03.430]	 -0.295	 -0.305
[13:50:03.438]	 -0.295	 -0.305
[13:50:03.445]	 -0.285	 -0.305
[13:50:03.453]	 -0.275	 -0.295
[13:50:03.461]	 -0.275	 -0.285
[13:50:03.469]	 -0.265	 -0.285
[13:50:03.477]	 -0.255	 -0.275
[13:50:03.484]	 -0.245	 -0.265
[13:50:03.492]	 -0.245	 -0.265
[13:50:03.500]	 -0.235	 -0.255
[13:50:03.508]	 -0.225	 -0.255
[13:50:03.516]	 -0.215	 -0.245
[13:50:03.523]	 -0.205	 -0.235
[13:50:03.531]	 -0.195	 -0.225
[13:50:03.539]	 -0.185	 -0.225
[13:50:03.547]	 -0.175	 -0.215
[13:50:03.555]	 -0.165	 -0.215
[13:50:03.563]	 -0.145	 -0.205
[13:50:03.570]	 -0.115	 -0.195
[13:50:03.578]	  0.105	 -0.195
[13:50:03.586]	  0.525	  0.475
[13:50:03.594]	  0.495	  0.435
[13:50:03.602]	  0.465	  0.375
[13:50:03.609]	  0.445	  0.355
[13:50:03.617]	  0.445	  0.345
[13:50:03.625]	  0.445	  0.345
[13:50:03.633]	  0.445	  0.335
[13:50:03.641]	  0.445	  0.335
[13:50:03.648]	  0.435	  0.335
[13:50:03.656]	  0.435	  0.335
[13:50:03.664]	  0.435	  0.325
[13:50:03.672]	  0.435	  0.325
[13:50:03.680]	  0.425	  0.315
[13:50:03.688]	  0.425	  0.315
[13:50:03.695]	  0.425	  0.315
[13:50:03.703]	  0.415	  0.305
[13:50:03.711]	  0.405	  0.305
[13:50:03.719]	  0.405	  0.305
[13:50:03.727]	  0.405	  0.295
[13:50:03.734]	  0.395	  0.285
[13:50:03.742]	  0.385	  0.285
[13:50:03.750]	  0.375	  0.285
[13:50:03.758]	  0.375	  0.265
[13:50:03.766]	  0.375	  0.265
[13:50:03.773]	  0.365	  0.265
[13:50:03.781]	  0.365	  0.255
[13:50:03.789]	  0.355	  0.245
[13:50:03.797]	  0.345	  0.245
[13:50:03.805]	  0.345	  0.235
[13:50:03.813]	  0.335	  0.235
[13:50:03.820]	  0.335	  0.225
[13:50:03.828]	  0.325	  0.225
[13:50:03.836]	  0.315	  0.215
[13:50:03.844]	  0.305	  0.215
[13:50:03.852]	  0.305	  0.205
[13:50:03.859]	  0.295	  0.205
[13:50:03.867]	  0.295	  0.195
[13:50:03.875]	  0.285	  0.185
[13:50:03.883]	  0.275	  0.185
[13:50:03.891]	  0.275	  0.185
[13:50:03.898]	  0.265	  0.175
[13:50:03.906]	  0.265	  0.165
[13:50:03.914]	  0.245	  0.165
[13:50:03.922]	  0.245	  0.155
[13:50:03.930]	  0.235	  0.145
[13:50:03.938]	  0.225	  0.145
[13:50:03.945]	  0.215	  0.135
[13:50:03.953]	  0.215	  0.135
[13:50:03.961]	  0.205	  0.125
[13:50:03.969]	  0.205	  0.115
[13:50:03.977]	  0.195	  0.115
[13:50:03.984]	  0.185	  0.105
[13:50:03.992]	  0.175	  0.095
[13:50:04.000]	  0.165	  0.085
[13:50:04.008]	  0.155	  0.085
[13:50:04.016]	  0.145	  0.085
[13:50:04.023]	  0.135	  0.075
[13:50:04.031]	  0.125	  0.065
[13:50:04.039]	  0.115	  0.065
[13:50:04.047]	  0.105	  0.055
[13:50:04.055]	  0.095	  0.045
[13:50:04.063]	  0.085	  0.035
[13:50:04.070]	  0.075	  0.025
[13:50:04.078]	 -0.585	 -0.495
[13:50:04.086]	 -0.615	 -0.615
[13:50:04.094]	 -0.545	 -0.555
[13:50:04.102]	 -0.525	 -0.525
[13:50:04.109]	 -0.515	 -0.505
[13:50:04.117]	 -0.515	 -0.505
[13:50:04.125]	 -0.515	 -0.505
[13:50:04.133]	 -0.515	 -0.505
[13:50:04.141]	 -0.505	 -0.495
[13:50:04.148]	 -0.505	 -0.495
[13:50:04.156]	 -0.505	 -0.495
[13:50:04.164]	 -0.505	 -0.485
[13:50:04.172]	 -0.495	 -0.475
[13:50:04.180]	 -0.495	 -0.485
[13:50:04.188]	 -0.485	 -0.475
[13:50:04.195]	 -0.485	 -0.475
[13:50:04.203]	 -0.475	 -0.465
[13:50:04.211]	 -0.475	 -0.455
[13:50:04.219]	 -0.465	 -0.455
[13:50:04.227]	 -0.465	 -0.445
[13:50:04.234]	 -0.455	 -0.445
[13:50:04.242]	 -0.455	 -0.435
[13:50:04.250]	 -0.445	 -0.435
[13:50:04.258]	 -0.445	 -0.425
[13:50:04.266]	 -0.435	 -0.415
[13:50:04.273]	 -0.435	 -0.415
[13:50:04.281]	 -0.425	 -0.415
[13:50:04.289]	 -0.425	 -0.405
[13:50:04.297]	 -0.415	 -0.395
[13:50:04.305]	 -0.415	 -0.395
[13:50:04.313]	 -0.405	 -0.395
[13:50:04.320]	 -0.395	 -0.385
[13:50:04.328]	 -0.395	 -0.375
[13:50:04.336]	 -0.385	 -0.375
[13:50:04.344]	 -0.375	 -0.365
[13:50:04.352]	 -0.375	 -0.365
[13:50:04.359]	 -0.365	 -0.355
[13:50:04.367]	 -0.365	 -0.345
[13:50:04.375]	 -0.355	 -0.345
[13:50:04.383]	 -0.355	 -0.345
[13:50:04.391]	 -0.335	 -0.335
[13:50:04.398]	 -0.335	 -0.325
[13:50:04.406]	 -0.325	 -0.325
[13:50:04.414]	 -0.325	 -0.325
[13:50:04.422]	 -0.315	 -0.305
[13:50:04.430]	 -0.305	 -0.305
[13:50:04.438]	 -0.305	 -0.305
[13:50:04.445]	 -0.295	 -0.295
[13:50:04.453]	 -0.285	 -0.285
[13:50:04.461]	 -0.275	 -0.285
[13:50:04.469]	 -0.265	 -0.275
[13:50:04.477]	 -0.265	 -0.275
[13:50:04.484]	 -0.255	 -0.265
[13:50:04.492]	 -0.245	 -0.255
[13:50:04.500]	 -0.235	 -0.255
[13:50:04.508]	 -0.225	 -0.245
[13:50:04.516]	 -0.215	 -0.235
[13:50:04.523]	 -0.205	 -0.225
[13:50:04.531]	 -0.195	 -0.225
[13:50:04.539]	 -0.185	 -0.215
[13:50:04.547]	 -0.175	 -0.205
[13:50:04.555]	 -0.165	 -0.205
[13:50:04.563]	 -0.145	 -0.195
[13:50:04.570]	 -0.125	 -0.175
[13:50:04.578]	  0.445	  0.265
[13:50:04.586]	  0.545	  0.475
[13:50:04.594]	  0.485	  0.405
[13:50:04.602]	  0.455	  0.365
[13:50:04.609]	  0.445	  0.365
[13:50:04.617]	  0.445	  0.355
[13:50:04.625]	  0.445	  0.345
[13:50:04.633]	  0.445	  0.345
[13:50:04.641]	  0.435	  0.345
[13:50:04.648]	  0.435	  0.335
[13:50:04.656]	  0.435	  0.335
[13:50:04.664]	  0.435	  0.335
[13:50:04.672]	  0.425	  0.335
[13:50:04.680]	  0.425	  0.325
[13:50:04.688]	  0.415	  0.315
[13:50:04.695]	  0.415	  0.315
[13:50:04.703]	  0.405	  0.315
[13:50:04.711]	  0.395	  0.305
[13:50:04.719]	  0.395	  0.295
[13:50:04.727]	  0.395	  0.285
[13:50:04.734]	  0.385	  0.295
[13:50:04.742]	  0.375	  0.275
[13:50:04.750]	  0.375	  0.265
[13:50:04.758]	  0.375	  0.265
[13:50:04.766]	  0.365	  0.265
[13:50:04.773]	  0.355	  0.255
[13:50:04.781]	  0.355	  0.255
[13:50:04.789]	  0.345	  0.245
[13:50:04.797]	  0.335	  0.245
[13:50:04.805]	  0.335	  0.235
[13:50:04.813]	  0.335	  0.235
[13:50:04.820]	  0.325	  0.225
[13:50:04.828]	  0.315	  0.225
[13:50:04.836]	  0.305	  0.215
[13:50:04.844]	  0.305	  0.215
[13:50:04.852]	  0.295	  0.205
[13:50:04.859]	  0.295	  0.205
[13:50:04.867]	  0.285	  0.195
[13:50:04.875]	  0.275	  0.195
[13:50:04.883]	  0.275	  0.185
[13:50:04.891]	  0.265	  0.185
[13:50:04.898]	  0.255	  0.175
[13:50:04.906]	  0.255	  0.165
[13:50:04.914]	  0.245	  0.165
[13:50:04.922]	  0.235	  0.165
[13:50:04.930]	  0.225	  0.155
[13:50:04.938]	  0.225	  0.145
[13:50:04.945]	  0.215	  0.145
[13:50:04.953]	  0.215	  0.145
[13:50:04.961]	  0.205	  0.135
[13:50:04.969]	  0.195	  0.125
[13:50:04.977]	  0.185	  0.115
[13:50:04.984]	  0.185	  0.115
[13:50:04.992]	  0.165	  0.105
[13:50:05.000]	  0.165	  0.105
[13:50:05.008]	  0.155	  0.095
[13:50:05.016]	  0.145	  0.095
[13:50:05.023]	  0.135	  0.075
[13:50:05.031]	  0.125	  0.075
[13:50:05.039]	  0.115	  0.065
[13:50:05.047]	  0.105	  0.065
[13:50:05.055]	  0.095	  0.055
[13:50:05.063]	  0.085	  0.045
[13:50:05.070]	  0.075	  0.035
[13:50:05.078]	 -0.575	 -0.465
[13:50:05.086]	 -0.615	 -0.615
[13:50:05.094]	 -0.555	 -0.545
[13:50:05.102]	 -0.525	 -0.515
[13:50:05.109]	 -0.515	 -0.505
[13:50:05.117]	 -0.515	 -0.495
[13:50:05.125]	 -0.515	 -0.495
[13:50:05.133]	 -0.505	 -0.495
[13:50:05.141]	 -0.505	 -0.485
[13:50:05.148]	 -0.505	 -0.485
[13:50:05.156]	 -0.505	 -0.485
[13:50:05.164]	 -0.505	 -0.475
[13:50:05.172]	 -0.495	 -0.475
