     Time	   ECG1	   ECG2
[09:54:00.453]	 -0.125	 -0.170
[09:54:00.461]	 -0.125	 -0.180
[09:54:00.469]	 -0.155	 -0.170
[09:54:00.477]	 -0.165	 -0.180
[09:54:00.484]	 -0.155	 -0.160
[09:54:00.492]	 -0.135	 -0.160
[09:54:00.500]	 -0.135	 -0.170
[09:54:00.508]	 -0.115	 -0.150
[09:54:00.516]	 -0.125	 -0.150
[09:54:00.523]	 -0.125	 -0.140
[09:54:00.531]	 -0.115	 -0.160
[09:54:00.539]	 -0.125	 -0.140
[09:54:00.547]	 -0.105	 -0.140
[09:54:00.555]	 -0.015	 -0.135
[09:54:00.563]	 -0.045	 -0.105
[09:54:00.570]	 -0.035	 -0.095
[09:54:00.578]	 -0.015	 -0.105
[09:54:00.586]	  0.025	 -0.085
[09:54:00.594]	  0.055	 -0.085
[09:54:00.602]	  0.025	 -0.115
[09:54:00.609]	  0.005	 -0.165
[09:54:00.617]	  0.025	 -0.165
[09:54:00.625]	 -0.015	 -0.145
[09:54:00.633]	 -0.105	 -0.155
[09:54:00.641]	 -0.155	 -0.185
[09:54:00.648]	 -0.135	 -0.195
[09:54:00.656]	 -0.185	 -0.215
[09:54:00.664]	 -0.155	 -0.225
[09:54:00.672]	 -0.165	 -0.205
[09:54:00.680]	 -0.195	 -0.215
[09:54:00.688]	 -0.185	 -0.215
[09:54:00.695]	 -0.165	 -0.205
[09:54:00.703]	 -0.165	 -0.185
[09:54:00.711]	 -0.135	 -0.185
[09:54:00.719]	 -0.165	 -0.185
[09:54:00.727]	 -0.445	 -0.175
[09:54:00.734]	 -0.575	 -0.135
[09:54:00.742]	  0.025	 -0.085
[09:54:00.750]	  1.355	 -0.015
[09:54:00.758]	  1.485	  0.185
[09:54:00.766]	  0.065	 -0.585
[09:54:00.773]	 -0.645	 -1.765
[09:54:00.781]	 -0.625	 -2.005
[09:54:00.789]	 -0.115	 -1.505
[09:54:00.797]	 -0.015	 -0.635
[09:54:00.805]	 -0.055	 -0.175
[09:54:00.813]	 -0.075	 -0.045
[09:54:00.820]	 -0.085	  0.015
[09:54:00.828]	 -0.055	  0.045
[09:54:00.836]	 -0.045	  0.055
[09:54:00.844]	 -0.025	  0.075
[09:54:00.852]	 -0.015	  0.095
[09:54:00.859]	 -0.005	  0.125
[09:54:00.867]	  0.015	  0.135
[09:54:00.875]	  0.025	  0.145
[09:54:00.883]	  0.045	  0.175
[09:54:00.891]	  0.075	  0.205
[09:54:00.898]	  0.125	  0.235
[09:54:00.906]	  0.155	  0.275
[09:54:00.914]	  0.175	  0.335
[09:54:00.922]	  0.255	  0.385
[09:54:00.930]	  0.295	  0.445
[09:54:00.938]	  0.405	  0.495
[09:54:00.945]	  0.415	  0.545
[09:54:00.953]	  0.405	  0.575
[09:54:00.961]	  0.475	  0.575
[09:54:00.969]	  0.455	  0.575
[09:54:00.977]	  0.425	  0.555
[09:54:00.984]	  0.415	  0.505
[09:54:00.992]	  0.315	  0.415
[09:54:01.000]	  0.205	  0.285
[09:54:01.008]	  0.105	  0.185
[09:54:01.016]	 -0.005	  0.085
[09:54:01.023]	 -0.035	 -0.025
[09:54:01.031]	 -0.055	 -0.075
[09:54:01.039]	 -0.095	 -0.105
[09:54:01.047]	 -0.135	 -0.135
[09:54:01.055]	 -0.125	 -0.155
[09:54:01.063]	 -0.135	 -0.155
[09:54:01.070]	 -0.175	 -0.155
[09:54:01.078]	 -0.135	 -0.175
[09:54:01.086]	 -0.135	 -0.175
[09:54:01.094]	 -0.155	 -0.165
[09:54:01.102]	 -0.145	 -0.155
[09:54:01.109]	 -0.115	 -0.155
[09:54:01.117]	 -0.145	 -0.135
[09:54:01.125]	 -0.165	 -0.155
[09:54:01.133]	 -0.155	 -0.135
[09:54:01.141]	 -0.125	 -0.135
[09:54:01.148]	 -0.135	 -0.115
[09:54:01.156]	 -0.155	 -0.135
[09:54:01.164]	 -0.125	 -0.145
[09:54:01.172]	 -0.175	 -0.135
[09:54:01.180]	 -0.115	 -0.135
[09:54:01.188]	 -0.065	 -0.125
[09:54:01.195]	 -0.035	 -0.105
[09:54:01.203]	 -0.075	 -0.065
[09:54:01.211]	 -0.025	 -0.085
[09:54:01.219]	 -0.005	 -0.075
[09:54:01.227]	  0.005	 -0.075
[09:54:01.234]	 -0.045	 -0.115
[09:54:01.242]	 -0.005	 -0.165
[09:54:01.250]	 -0.025	 -0.145
[09:54:01.258]	 -0.155	 -0.135
[09:54:01.266]	 -0.215	 -0.165
[09:54:01.273]	 -0.205	 -0.205
[09:54:01.281]	 -0.215	 -0.205
[09:54:01.289]	 -0.205	 -0.215
[09:54:01.297]	 -0.195	 -0.205
[09:54:01.305]	 -0.205	 -0.195
[09:54:01.313]	 -0.205	 -0.205
[09:54:01.320]	 -0.235	 -0.195
[09:54:01.328]	 -0.215	 -0.205
[09:54:01.336]	 -0.215	 -0.175
[09:54:01.344]	 -0.245	 -0.195
[09:54:01.352]	 -0.515	 -0.155
[09:54:01.359]	 -0.565	 -0.085
[09:54:01.367]	  0.215	 -0.035
[09:54:01.375]	  1.345	  0.085
[09:54:01.383]	  1.075	  0.135
[09:54:01.391]	 -0.175	 -0.865
[09:54:01.398]	 -0.685	 -1.935
[09:54:01.406]	 -0.645	 -1.925
[09:54:01.414]	 -0.285	 -1.345
[09:54:01.422]	 -0.165	 -0.555
[09:54:01.430]	 -0.135	 -0.195
[09:54:01.438]	 -0.165	 -0.055
[09:54:01.445]	 -0.155	 -0.005
[09:54:01.453]	 -0.135	  0.025
[09:54:01.461]	 -0.125	  0.025
[09:54:01.469]	 -0.115	  0.045
[09:54:01.477]	 -0.115	  0.085
[09:54:01.484]	 -0.065	  0.105
[09:54:01.492]	 -0.045	  0.125
[09:54:01.500]	 -0.045	  0.125
[09:54:01.508]	 -0.025	  0.155
[09:54:01.516]	  0.015	  0.185
[09:54:01.523]	  0.045	  0.215
[09:54:01.531]	  0.065	  0.235
[09:54:01.539]	  0.135	  0.285
[09:54:01.547]	  0.195	  0.335
[09:54:01.555]	  0.255	  0.375
[09:54:01.563]	  0.285	  0.425
[09:54:01.570]	  0.325	  0.465
[09:54:01.578]	  0.355	  0.495
[09:54:01.586]	  0.395	  0.485
[09:54:01.594]	  0.385	  0.465
[09:54:01.602]	  0.355	  0.455
[09:54:01.609]	  0.305	  0.405
[09:54:01.617]	  0.245	  0.345
[09:54:01.625]	  0.165	  0.245
[09:54:01.633]	  0.065	  0.165
[09:54:01.641]	 -0.015	  0.085
[09:54:01.648]	 -0.085	 -0.005
[09:54:01.656]	 -0.135	 -0.055
[09:54:01.664]	 -0.175	 -0.095
[09:54:01.672]	 -0.175	 -0.115
[09:54:01.680]	 -0.185	 -0.125
[09:54:01.688]	 -0.195	 -0.135
[09:54:01.695]	 -0.195	 -0.135
[09:54:01.703]	 -0.175	 -0.125
[09:54:01.711]	 -0.175	 -0.125
[09:54:01.719]	 -0.175	 -0.125
[09:54:01.727]	 -0.175	 -0.105
[09:54:01.734]	 -0.175	 -0.105
[09:54:01.742]	 -0.185	 -0.095
[09:54:01.750]	 -0.195	 -0.105
[09:54:01.758]	 -0.125	 -0.105
[09:54:01.766]	 -0.135	 -0.095
[09:54:01.773]	 -0.155	 -0.095
[09:54:01.781]	 -0.145	 -0.095
[09:54:01.789]	 -0.125	 -0.095
[09:54:01.797]	 -0.095	 -0.085
[09:54:01.805]	 -0.065	 -0.085
[09:54:01.813]	 -0.065	 -0.055
[09:54:01.820]	 -0.065	 -0.035
[09:54:01.828]	  0.005	 -0.045
[09:54:01.836]	  0.025	 -0.025
[09:54:01.844]	 -0.005	 -0.055
[09:54:01.852]	 -0.015	 -0.105
[09:54:01.859]	  0.005	 -0.115
[09:54:01.867]	 -0.015	 -0.095
[09:54:01.875]	 -0.165	 -0.105
[09:54:01.883]	 -0.185	 -0.155
[09:54:01.891]	 -0.165	 -0.155
[09:54:01.898]	 -0.165	 -0.155
[09:54:01.906]	 -0.185	 -0.165
[09:54:01.914]	 -0.195	 -0.165
[09:54:01.922]	 -0.165	 -0.155
[09:54:01.930]	 -0.185	 -0.165
[09:54:01.938]	 -0.185	 -0.165
[09:54:01.945]	 -0.125	 -0.155
[09:54:01.953]	 -0.155	 -0.135
[09:54:01.961]	 -0.195	 -0.145
[09:54:01.969]	 -0.495	 -0.125
[09:54:01.977]	 -0.475	 -0.045
[09:54:01.984]	  0.305	  0.045
[09:54:01.992]	  1.515	  0.125
[09:54:02.000]	  1.135	  0.225
[09:54:02.008]	 -0.135	 -0.735
[09:54:02.016]	 -0.665	 -1.835
[09:54:02.023]	 -0.555	 -1.865
[09:54:02.031]	 -0.185	 -1.275
[09:54:02.039]	 -0.095	 -0.475
[09:54:02.047]	 -0.055	 -0.155
[09:54:02.055]	 -0.055	 -0.025
[09:54:02.063]	 -0.055	  0.035
[09:54:02.070]	 -0.025	  0.055
[09:54:02.078]	 -0.005	  0.065
[09:54:02.086]	 -0.015	  0.095
[09:54:02.094]	  0.025	  0.095
[09:54:02.102]	  0.025	  0.125
[09:54:02.109]	  0.045	  0.125
[09:54:02.117]	  0.105	  0.165
[09:54:02.125]	  0.105	  0.175
[09:54:02.133]	  0.145	  0.195
[09:54:02.141]	  0.165	  0.225
[09:54:02.148]	  0.185	  0.255
[09:54:02.156]	  0.215	  0.295
[09:54:02.164]	  0.285	  0.325
[09:54:02.172]	  0.325	  0.385
[09:54:02.180]	  0.375	  0.425
[09:54:02.188]	  0.435	  0.465
[09:54:02.195]	  0.515	  0.495
[09:54:02.203]	  0.505	  0.525
[09:54:02.211]	  0.475	  0.505
[09:54:02.219]	  0.495	  0.475
[09:54:02.227]	  0.455	  0.445
[09:54:02.234]	  0.385	  0.385
[09:54:02.242]	  0.285	  0.305
[09:54:02.250]	  0.175	  0.205
[09:54:02.258]	  0.115	  0.115
[09:54:02.266]	  0.065	  0.045
[09:54:02.273]	 -0.015	 -0.005
[09:54:02.281]	 -0.005	 -0.065
[09:54:02.289]	 -0.035	 -0.085
[09:54:02.297]	 -0.065	 -0.105
[09:54:02.305]	 -0.085	 -0.115
[09:54:02.313]	 -0.045	 -0.125
[09:54:02.320]	 -0.085	 -0.115
[09:54:02.328]	 -0.065	 -0.125
[09:54:02.336]	 -0.055	 -0.115
[09:54:02.344]	 -0.055	 -0.105
[09:54:02.352]	 -0.065	 -0.095
[09:54:02.359]	 -0.045	 -0.095
[09:54:02.367]	 -0.055	 -0.095
[09:54:02.375]	 -0.025	 -0.085
[09:54:02.383]	 -0.035	 -0.085
[09:54:02.391]	 -0.005	 -0.075
[09:54:02.398]	 -0.025	 -0.085
[09:54:02.406]	 -0.075	 -0.085
[09:54:02.414]	 -0.035	 -0.095
[09:54:02.422]	  0.045	 -0.085
[09:54:02.430]	  0.035	 -0.065
[09:54:02.438]	  0.055	 -0.045
[09:54:02.445]	  0.095	 -0.035
[09:54:02.453]	  0.115	 -0.025
[09:54:02.461]	  0.095	 -0.035
[09:54:02.469]	  0.085	 -0.085
[09:54:02.477]	  0.125	 -0.125
[09:54:02.484]	  0.105	 -0.095
[09:54:02.492]	  0.005	 -0.095
[09:54:02.500]	 -0.095	 -0.145
[09:54:02.508]	 -0.085	 -0.165
[09:54:02.516]	 -0.085	 -0.155
[09:54:02.523]	 -0.095	 -0.165
[09:54:02.531]	 -0.115	 -0.175
[09:54:02.539]	 -0.115	 -0.165
[09:54:02.547]	 -0.075	 -0.165
[09:54:02.555]	 -0.115	 -0.155
[09:54:02.563]	 -0.095	 -0.165
[09:54:02.570]	 -0.055	 -0.155
[09:54:02.578]	 -0.095	 -0.145
[09:54:02.586]	 -0.385	 -0.145
[09:54:02.594]	 -0.505	 -0.125
[09:54:02.602]	  0.025	 -0.015
[09:54:02.609]	  1.285	  0.055
[09:54:02.617]	  1.705	  0.315
[09:54:02.625]	  0.485	 -0.145
[09:54:02.633]	 -0.465	 -1.325
[09:54:02.641]	 -0.595	 -2.025
[09:54:02.648]	 -0.195	 -1.635
[09:54:02.656]	 -0.045	 -0.885
[09:54:02.664]	 -0.015	 -0.275
[09:54:02.672]	 -0.025	 -0.065
[09:54:02.680]	 -0.045	  0.025
[09:54:02.688]	 -0.025	  0.025
[09:54:02.695]	 -0.035	  0.075
[09:54:02.703]	 -0.015	  0.085
[09:54:02.711]	 -0.005	  0.105
[09:54:02.719]	  0.035	  0.125
[09:54:02.727]	  0.055	  0.145
[09:54:02.734]	  0.065	  0.165
[09:54:02.742]	  0.075	  0.165
[09:54:02.750]	  0.105	  0.185
[09:54:02.758]	  0.155	  0.225
[09:54:02.766]	  0.155	  0.265
[09:54:02.773]	  0.205	  0.285
[09:54:02.781]	  0.255	  0.325
[09:54:02.789]	  0.295	  0.405
[09:54:02.797]	  0.385	  0.445
[09:54:02.805]	  0.425	  0.505
[09:54:02.813]	  0.445	  0.525
[09:54:02.820]	  0.465	  0.545
[09:54:02.828]	  0.485	  0.555
[09:54:02.836]	  0.475	  0.535
[09:54:02.844]	  0.425	  0.495
[09:54:02.852]	  0.345	  0.435
[09:54:02.859]	  0.275	  0.345
[09:54:02.867]	  0.165	  0.225
[09:54:02.875]	  0.075	  0.125
[09:54:02.883]	  0.005	  0.045
[09:54:02.891]	 -0.055	 -0.035
[09:54:02.898]	 -0.075	 -0.085
[09:54:02.906]	 -0.095	 -0.105
[09:54:02.914]	 -0.105	 -0.135
[09:54:02.922]	 -0.095	 -0.145
[09:54:02.930]	 -0.135	 -0.145
[09:54:02.938]	 -0.125	 -0.165
[09:54:02.945]	 -0.155	 -0.155
[09:54:02.953]	 -0.125	 -0.155
[09:54:02.961]	 -0.095	 -0.155
[09:54:02.969]	 -0.105	 -0.145
[09:54:02.977]	 -0.105	 -0.125
[09:54:02.984]	 -0.095	 -0.135
[09:54:02.992]	 -0.105	 -0.135
[09:54:03.000]	 -0.135	 -0.135
[09:54:03.008]	 -0.105	 -0.145
[09:54:03.016]	 -0.105	 -0.125
[09:54:03.023]	 -0.115	 -0.125
[09:54:03.031]	 -0.105	 -0.135
[09:54:03.039]	 -0.085	 -0.125
[09:54:03.047]	 -0.025	 -0.125
[09:54:03.055]	  0.005	 -0.105
[09:54:03.063]	 -0.035	 -0.085
[09:54:03.070]	 -0.005	 -0.085
[09:54:03.078]	  0.075	 -0.085
[09:54:03.086]	  0.025	 -0.075
[09:54:03.094]	  0.025	 -0.115
[09:54:03.102]	  0.035	 -0.155
[09:54:03.109]	 -0.005	 -0.145
[09:54:03.117]	 -0.075	 -0.155
[09:54:03.125]	 -0.155	 -0.175
[09:54:03.133]	 -0.155	 -0.205
[09:54:03.141]	 -0.175	 -0.195
[09:54:03.148]	 -0.175	 -0.205
[09:54:03.156]	 -0.175	 -0.215
[09:54:03.164]	 -0.165	 -0.225
[09:54:03.172]	 -0.185	 -0.205
[09:54:03.180]	 -0.165	 -0.205
[09:54:03.188]	 -0.155	 -0.195
[09:54:03.195]	 -0.155	 -0.195
[09:54:03.203]	 -0.175	 -0.205
[09:54:03.211]	 -0.435	 -0.195
[09:54:03.219]	 -0.605	 -0.185
[09:54:03.227]	 -0.145	 -0.105
[09:54:03.234]	  1.195	 -0.045
[09:54:03.242]	  1.635	  0.105
[09:54:03.250]	  0.345	 -0.385
[09:54:03.258]	 -0.525	 -1.405
[09:54:03.266]	 -0.675	 -1.975
[09:54:03.273]	 -0.205	 -1.645
[09:54:03.281]	 -0.095	 -0.965
[09:54:03.289]	 -0.115	 -0.375
[09:54:03.297]	 -0.075	 -0.125
[09:54:03.305]	 -0.095	 -0.035
[09:54:03.313]	 -0.095	  0.005
[09:54:03.320]	 -0.095	  0.035
[09:54:03.328]	 -0.085	  0.065
[09:54:03.336]	 -0.055	  0.085
[09:54:03.344]	 -0.035	  0.085
[09:54:03.352]	 -0.005	  0.115
[09:54:03.359]	  0.045	  0.125
[09:54:03.367]	  0.015	  0.145
[09:54:03.375]	  0.045	  0.165
[09:54:03.383]	  0.065	  0.205
[09:54:03.391]	  0.095	  0.255
[09:54:03.398]	  0.165	  0.285
[09:54:03.406]	  0.215	  0.325
[09:54:03.414]	  0.285	  0.395
[09:54:03.422]	  0.325	  0.465
[09:54:03.430]	  0.355	  0.505
[09:54:03.438]	  0.395	  0.525
[09:54:03.445]	  0.415	  0.555
[09:54:03.453]	  0.405	  0.545
[09:54:03.461]	  0.405	  0.515
[09:54:03.469]	  0.375	  0.475
[09:54:03.477]	  0.265	  0.415
[09:54:03.484]	  0.185	  0.305
[09:54:03.492]	  0.095	  0.185
[09:54:03.500]	 -0.005	  0.065
[09:54:03.508]	 -0.065	 -0.015
[09:54:03.516]	 -0.105	 -0.085
[09:54:03.523]	 -0.115	 -0.125
[09:54:03.531]	 -0.175	 -0.155
[09:54:03.539]	 -0.165	 -0.185
[09:54:03.547]	 -0.145	 -0.185
[09:54:03.555]	 -0.155	 -0.185
[09:54:03.563]	 -0.175	 -0.205
[09:54:03.570]	 -0.165	 -0.195
[09:54:03.578]	 -0.155	 -0.185
[09:54:03.586]	 -0.195	 -0.185
[09:54:03.594]	 -0.175	 -0.205
[09:54:03.602]	 -0.145	 -0.185
[09:54:03.609]	 -0.145	 -0.175
[09:54:03.617]	 -0.175	 -0.165
[09:54:03.625]	 -0.155	 -0.185
[09:54:03.633]	 -0.125	 -0.165
[09:54:03.641]	 -0.135	 -0.165
[09:54:03.648]	 -0.135	 -0.175
[09:54:03.656]	 -0.145	 -0.185
[09:54:03.664]	 -0.125	 -0.175
[09:54:03.672]	 -0.105	 -0.165
[09:54:03.680]	 -0.075	 -0.135
[09:54:03.688]	 -0.085	 -0.115
[09:54:03.695]	 -0.045	 -0.125
[09:54:03.703]	  0.005	 -0.115
[09:54:03.711]	  0.005	 -0.115
[09:54:03.719]	 -0.055	 -0.175
[09:54:03.727]	 -0.045	 -0.195
[09:54:03.734]	 -0.065	 -0.185
[09:54:03.742]	 -0.115	 -0.195
[09:54:03.750]	 -0.195	 -0.225
[09:54:03.758]	 -0.205	 -0.235
[09:54:03.766]	 -0.225	 -0.235
[09:54:03.773]	 -0.235	 -0.255
[09:54:03.781]	 -0.225	 -0.255
[09:54:03.789]	 -0.205	 -0.245
[09:54:03.797]	 -0.205	 -0.235
[09:54:03.805]	 -0.215	 -0.225
[09:54:03.813]	 -0.225	 -0.235
[09:54:03.820]	 -0.215	 -0.225
[09:54:03.828]	 -0.235	 -0.225
[09:54:03.836]	 -0.475	 -0.215
[09:54:03.844]	 -0.605	 -0.205
[09:54:03.852]	 -0.105	 -0.125
[09:54:03.859]	  1.115	 -0.055
[09:54:03.867]	  1.255	  0.135
[09:54:03.875]	  0.075	 -0.695
[09:54:03.883]	 -0.595	 -1.865
[09:54:03.891]	 -0.595	 -2.095
[09:54:03.898]	 -0.205	 -1.515
[09:54:03.906]	 -0.105	 -0.665
[09:54:03.914]	 -0.135	 -0.205
[09:54:03.922]	 -0.195	 -0.065
[09:54:03.930]	 -0.195	 -0.035
[09:54:03.938]	 -0.155	 -0.005
[09:54:03.945]	 -0.135	  0.025
[09:54:03.953]	 -0.125	  0.055
[09:54:03.961]	 -0.105	  0.065
[09:54:03.969]	 -0.095	  0.085
[09:54:03.977]	 -0.095	  0.105
[09:54:03.984]	 -0.075	  0.125
[09:54:03.992]	 -0.025	  0.125
[09:54:04.000]	 -0.005	  0.165
[09:54:04.008]	  0.015	  0.215
[09:54:04.016]	  0.075	  0.235
[09:54:04.023]	  0.075	  0.285
[09:54:04.031]	  0.115	  0.305
[09:54:04.039]	  0.225	  0.365
[09:54:04.047]	  0.265	  0.445
[09:54:04.055]	  0.285	  0.485
[09:54:04.063]	  0.335	  0.515
[09:54:04.070]	  0.375	  0.535
[09:54:04.078]	  0.365	  0.525
[09:54:04.086]	  0.355	  0.485
[09:54:04.094]	  0.355	  0.475
[09:54:04.102]	  0.255	  0.405
[09:54:04.109]	  0.165	  0.295
[09:54:04.117]	  0.045	  0.165
[09:54:04.125]	 -0.025	  0.065
[09:54:04.133]	 -0.095	 -0.035
[09:54:04.141]	 -0.155	 -0.085
[09:54:04.148]	 -0.175	 -0.145
[09:54:04.156]	 -0.195	 -0.165
[09:54:04.164]	 -0.195	 -0.175
[09:54:04.172]	 -0.205	 -0.185
[09:54:04.180]	 -0.215	 -0.195
[09:54:04.188]	 -0.225	 -0.215
[09:54:04.195]	 -0.215	 -0.195
[09:54:04.203]	 -0.215	 -0.195
[09:54:04.211]	 -0.175	 -0.185
[09:54:04.219]	 -0.205	 -0.175
[09:54:04.227]	 -0.195	 -0.165
[09:54:04.234]	 -0.185	 -0.175
[09:54:04.242]	 -0.205	 -0.165
[09:54:04.250]	 -0.185	 -0.175
[09:54:04.258]	 -0.185	 -0.155
[09:54:04.266]	 -0.215	 -0.165
[09:54:04.273]	 -0.165	 -0.175
[09:54:04.281]	 -0.155	 -0.165
[09:54:04.289]	 -0.135	 -0.165
[09:54:04.297]	 -0.145	 -0.165
[09:54:04.305]	 -0.125	 -0.135
[09:54:04.313]	 -0.135	 -0.115
[09:54:04.320]	 -0.075	 -0.135
[09:54:04.328]	 -0.025	 -0.105
[09:54:04.336]	 -0.055	 -0.095
[09:54:04.344]	 -0.075	 -0.145
[09:54:04.352]	 -0.025	 -0.185
[09:54:04.359]	  0.005	 -0.165
[09:54:04.367]	 -0.115	 -0.155
[09:54:04.375]	 -0.215	 -0.195
[09:54:04.383]	 -0.215	 -0.235
[09:54:04.391]	 -0.255	 -0.205
[09:54:04.398]	 -0.225	 -0.235
[09:54:04.406]	 -0.245	 -0.235
[09:54:04.414]	 -0.225	 -0.225
[09:54:04.422]	 -0.205	 -0.205
[09:54:04.430]	 -0.255	 -0.205
[09:54:04.438]	 -0.265	 -0.235
[09:54:04.445]	 -0.205	 -0.215
[09:54:04.453]	 -0.175	 -0.205
[09:54:04.461]	 -0.435	 -0.195
[09:54:04.469]	 -0.625	 -0.155
[09:54:04.477]	 -0.285	 -0.045
[09:54:04.484]	  0.795	 -0.025
[09:54:04.492]	  1.505	  0.105
[09:54:04.500]	  0.455	 -0.125
[09:54:04.508]	 -0.545	 -1.215
[09:54:04.516]	 -0.775	 -1.885
[09:54:04.523]	 -0.575	 -1.665
[09:54:04.531]	 -0.245	 -1.105
[09:54:04.539]	 -0.165	 -0.455
[09:54:04.547]	 -0.125	 -0.165
[09:54:04.555]	 -0.125	 -0.045
[09:54:04.563]	 -0.125	 -0.025
[09:54:04.570]	 -0.115	  0.005
[09:54:04.578]	 -0.085	  0.015
[09:54:04.586]	 -0.035	  0.035
[09:54:04.594]	 -0.065	  0.055
[09:54:04.602]	 -0.065	  0.065
[09:54:04.609]	 -0.015	  0.065
[09:54:04.617]	  0.015	  0.105
[09:54:04.625]	  0.015	  0.115
[09:54:04.633]	  0.065	  0.145
[09:54:04.641]	  0.115	  0.165
[09:54:04.648]	  0.145	  0.205
[09:54:04.656]	  0.165	  0.245
[09:54:04.664]	  0.235	  0.285
[09:54:04.672]	  0.305	  0.325
[09:54:04.680]	  0.365	  0.365
[09:54:04.688]	  0.395	  0.395
[09:54:04.695]	  0.385	  0.415
[09:54:04.703]	  0.425	  0.405
[09:54:04.711]	  0.455	  0.405
[09:54:04.719]	  0.395	  0.385
[09:54:04.727]	  0.325	  0.345
[09:54:04.734]	  0.255	  0.275
[09:54:04.742]	  0.165	  0.195
[09:54:04.750]	  0.045	  0.105
[09:54:04.758]	 -0.005	  0.025
[09:54:04.766]	 -0.035	 -0.045
[09:54:04.773]	 -0.105	 -0.085
[09:54:04.781]	 -0.145	 -0.125
[09:54:04.789]	 -0.135	 -0.135
[09:54:04.797]	 -0.155	 -0.135
[09:54:04.805]	 -0.155	 -0.155
[09:54:04.813]	 -0.165	 -0.155
[09:54:04.820]	 -0.145	 -0.165
[09:54:04.828]	 -0.155	 -0.145
[09:54:04.836]	 -0.145	 -0.135
[09:54:04.844]	 -0.165	 -0.135
[09:54:04.852]	 -0.145	 -0.135
[09:54:04.859]	 -0.175	 -0.125
[09:54:04.867]	 -0.135	 -0.135
[09:54:04.875]	 -0.115	 -0.135
[09:54:04.883]	 -0.135	 -0.115
[09:54:04.891]	 -0.135	 -0.105
[09:54:04.898]	 -0.125	 -0.125
[09:54:04.906]	 -0.125	 -0.135
[09:54:04.914]	 -0.135	 -0.125
[09:54:04.922]	 -0.065	 -0.115
[09:54:04.930]	 -0.015	 -0.095
[09:54:04.938]	 -0.055	 -0.075
[09:54:04.945]	 -0.005	 -0.065
[09:54:04.953]	 -0.005	 -0.065
[09:54:04.961]	  0.005	 -0.075
[09:54:04.969]	 -0.015	 -0.125
[09:54:04.977]	  0.015	 -0.155
[09:54:04.984]	 -0.035	 -0.125
[09:54:04.992]	 -0.075	 -0.135
[09:54:05.000]	 -0.195	 -0.165
[09:54:05.008]	 -0.185	 -0.195
[09:54:05.016]	 -0.205	 -0.185
[09:54:05.023]	 -0.185	 -0.205
[09:54:05.031]	 -0.215	 -0.195
[09:54:05.039]	 -0.165	 -0.205
[09:54:05.047]	 -0.205	 -0.185
[09:54:05.055]	 -0.205	 -0.185
[09:54:05.063]	 -0.195	 -0.195
[09:54:05.070]	 -0.185	 -0.175
[09:54:05.078]	 -0.175	 -0.175
[09:54:05.086]	 -0.405	 -0.155
