     Time	   ECG1	   ECG2
[10:45:02.219]	 -0.235	 -0.105
[10:45:02.227]	 -0.245	 -0.105
[10:45:02.234]	 -0.245	 -0.125
[10:45:02.242]	 -0.215	 -0.115
[10:45:02.250]	 -0.235	 -0.115
[10:45:02.258]	 -0.245	 -0.115
[10:45:02.266]	 -0.235	 -0.115
[10:45:02.273]	 -0.245	 -0.125
[10:45:02.281]	 -0.245	 -0.125
[10:45:02.289]	 -0.225	 -0.115
[10:45:02.297]	 -0.235	 -0.125
[10:45:02.305]	 -0.205	 -0.105
[10:45:02.313]	 -0.225	 -0.125
[10:45:02.320]	 -0.235	 -0.115
[10:45:02.328]	 -0.205	 -0.125
[10:45:02.336]	 -0.225	 -0.135
[10:45:02.344]	 -0.215	 -0.125
[10:45:02.352]	 -0.225	 -0.115
[10:45:02.359]	 -0.215	 -0.135
[10:45:02.367]	 -0.205	 -0.125
[10:45:02.375]	 -0.165	 -0.095
[10:45:02.383]	 -0.135	 -0.045
[10:45:02.391]	 -0.115	 -0.035
[10:45:02.398]	 -0.085	 -0.015
[10:45:02.406]	 -0.055	  0.025
[10:45:02.414]	 -0.005	  0.005
[10:45:02.422]	 -0.025	 -0.095
[10:45:02.430]	 -0.015	 -0.105
[10:45:02.438]	 -0.075	 -0.135
[10:45:02.445]	 -0.135	 -0.165
[10:45:02.453]	 -0.165	 -0.165
[10:45:02.461]	 -0.195	 -0.175
[10:45:02.469]	 -0.195	 -0.175
[10:45:02.477]	 -0.175	 -0.165
[10:45:02.484]	 -0.185	 -0.195
[10:45:02.492]	 -0.155	 -0.035
[10:45:02.500]	 -0.105	  0.045
[10:45:02.508]	  0.115	 -0.275
[10:45:02.516]	  0.755	 -0.455
[10:45:02.523]	  1.325	 -0.855
[10:45:02.531]	  0.265	 -1.015
[10:45:02.539]	 -0.605	 -0.535
[10:45:02.547]	 -0.545	 -0.165
[10:45:02.555]	 -0.285	 -0.155
[10:45:02.563]	 -0.165	 -0.135
[10:45:02.570]	 -0.175	 -0.145
[10:45:02.578]	 -0.175	 -0.145
[10:45:02.586]	 -0.185	 -0.135
[10:45:02.594]	 -0.175	 -0.115
[10:45:02.602]	 -0.165	 -0.105
[10:45:02.609]	 -0.165	 -0.125
[10:45:02.617]	 -0.145	 -0.115
[10:45:02.625]	 -0.155	 -0.105
[10:45:02.633]	 -0.135	 -0.095
[10:45:02.641]	 -0.145	 -0.115
[10:45:02.648]	 -0.155	 -0.095
[10:45:02.656]	 -0.125	 -0.085
[10:45:02.664]	 -0.125	 -0.095
[10:45:02.672]	 -0.115	 -0.095
[10:45:02.680]	 -0.105	 -0.095
[10:45:02.688]	 -0.095	 -0.065
[10:45:02.695]	 -0.095	 -0.085
[10:45:02.703]	 -0.065	 -0.075
[10:45:02.711]	 -0.055	 -0.085
[10:45:02.719]	 -0.035	 -0.065
[10:45:02.727]	 -0.025	 -0.075
[10:45:02.734]	  0.005	 -0.075
[10:45:02.742]	  0.035	 -0.055
[10:45:02.750]	  0.055	 -0.065
[10:45:02.758]	  0.075	 -0.065
[10:45:02.766]	  0.095	 -0.075
[10:45:02.773]	  0.095	 -0.075
[10:45:02.781]	  0.135	 -0.055
[10:45:02.789]	  0.155	 -0.065
[10:45:02.797]	  0.165	 -0.065
[10:45:02.805]	  0.175	 -0.065
[10:45:02.813]	  0.155	 -0.065
[10:45:02.820]	  0.125	 -0.065
[10:45:02.828]	  0.075	 -0.085
[10:45:02.836]	  0.005	 -0.085
[10:45:02.844]	 -0.045	 -0.085
[10:45:02.852]	 -0.095	 -0.115
[10:45:02.859]	 -0.135	 -0.145
[10:45:02.867]	 -0.155	 -0.125
[10:45:02.875]	 -0.185	 -0.145
[10:45:02.883]	 -0.205	 -0.155
[10:45:02.891]	 -0.195	 -0.155
[10:45:02.898]	 -0.225	 -0.155
[10:45:02.906]	 -0.215	 -0.145
[10:45:02.914]	 -0.195	 -0.145
[10:45:02.922]	 -0.195	 -0.155
[10:45:02.930]	 -0.175	 -0.155
[10:45:02.938]	 -0.185	 -0.135
[10:45:02.945]	 -0.195	 -0.145
[10:45:02.953]	 -0.175	 -0.145
[10:45:02.961]	 -0.195	 -0.155
[10:45:02.969]	 -0.185	 -0.145
[10:45:02.977]	 -0.165	 -0.135
[10:45:02.984]	 -0.175	 -0.155
[10:45:02.992]	 -0.165	 -0.165
[10:45:03.000]	 -0.175	 -0.165
[10:45:03.008]	 -0.185	 -0.155
[10:45:03.016]	 -0.185	 -0.175
[10:45:03.023]	 -0.195	 -0.175
[10:45:03.031]	 -0.185	 -0.175
[10:45:03.039]	 -0.185	 -0.165
[10:45:03.047]	 -0.195	 -0.175
[10:45:03.055]	 -0.195	 -0.185
[10:45:03.063]	 -0.205	 -0.185
[10:45:03.070]	 -0.205	 -0.185
[10:45:03.078]	 -0.195	 -0.195
[10:45:03.086]	 -0.225	 -0.195
[10:45:03.094]	 -0.195	 -0.175
[10:45:03.102]	 -0.205	 -0.185
[10:45:03.109]	 -0.205	 -0.195
[10:45:03.117]	 -0.195	 -0.185
[10:45:03.125]	 -0.205	 -0.195
[10:45:03.133]	 -0.195	 -0.185
[10:45:03.141]	 -0.205	 -0.195
[10:45:03.148]	 -0.215	 -0.195
[10:45:03.156]	 -0.185	 -0.185
[10:45:03.164]	 -0.205	 -0.195
[10:45:03.172]	 -0.215	 -0.205
[10:45:03.180]	 -0.165	 -0.195
[10:45:03.188]	 -0.205	 -0.205
[10:45:03.195]	 -0.195	 -0.185
[10:45:03.203]	 -0.165	 -0.195
[10:45:03.211]	 -0.215	 -0.195
[10:45:03.219]	 -0.205	 -0.195
[10:45:03.227]	 -0.185	 -0.185
[10:45:03.234]	 -0.185	 -0.205
[10:45:03.242]	 -0.175	 -0.205
[10:45:03.250]	 -0.185	 -0.195
[10:45:03.258]	 -0.175	 -0.185
[10:45:03.266]	 -0.185	 -0.205
[10:45:03.273]	 -0.185	 -0.195
[10:45:03.281]	 -0.165	 -0.185
[10:45:03.289]	 -0.185	 -0.185
[10:45:03.297]	 -0.185	 -0.195
[10:45:03.305]	 -0.165	 -0.185
[10:45:03.313]	 -0.175	 -0.175
[10:45:03.320]	 -0.165	 -0.195
[10:45:03.328]	 -0.175	 -0.195
[10:45:03.336]	 -0.145	 -0.165
[10:45:03.344]	 -0.105	 -0.105
[10:45:03.352]	 -0.055	 -0.085
[10:45:03.359]	 -0.065	 -0.075
[10:45:03.367]	 -0.015	 -0.035
[10:45:03.375]	  0.025	 -0.035
[10:45:03.383]	  0.015	 -0.145
[10:45:03.391]	  0.005	 -0.185
[10:45:03.398]	 -0.055	 -0.205
[10:45:03.406]	 -0.085	 -0.205
[10:45:03.414]	 -0.145	 -0.205
[10:45:03.422]	 -0.185	 -0.235
[10:45:03.430]	 -0.155	 -0.235
[10:45:03.438]	 -0.155	 -0.225
[10:45:03.445]	 -0.165	 -0.235
[10:45:03.453]	 -0.135	 -0.095
[10:45:03.461]	 -0.115	 -0.015
[10:45:03.469]	  0.095	 -0.315
[10:45:03.477]	  0.815	 -0.535
[10:45:03.484]	  1.595	 -0.885
[10:45:03.492]	  0.585	 -1.125
[10:45:03.500]	 -0.565	 -0.785
[10:45:03.508]	 -0.595	 -0.255
[10:45:03.516]	 -0.275	 -0.175
[10:45:03.523]	 -0.145	 -0.145
[10:45:03.531]	 -0.145	 -0.155
[10:45:03.539]	 -0.135	 -0.145
[10:45:03.547]	 -0.135	 -0.145
[10:45:03.555]	 -0.135	 -0.135
[10:45:03.563]	 -0.145	 -0.125
[10:45:03.570]	 -0.155	 -0.105
[10:45:03.578]	 -0.105	 -0.095
[10:45:03.586]	 -0.135	 -0.095
[10:45:03.594]	 -0.125	 -0.085
[10:45:03.602]	 -0.115	 -0.085
[10:45:03.609]	 -0.125	 -0.085
[10:45:03.617]	 -0.075	 -0.075
[10:45:03.625]	 -0.085	 -0.065
[10:45:03.633]	 -0.095	 -0.065
[10:45:03.641]	 -0.055	 -0.075
[10:45:03.648]	 -0.065	 -0.065
[10:45:03.656]	 -0.035	 -0.045
[10:45:03.664]	 -0.005	 -0.045
[10:45:03.672]	 -0.005	 -0.045
[10:45:03.680]	  0.035	 -0.045
[10:45:03.688]	  0.045	 -0.035
[10:45:03.695]	  0.045	 -0.025
[10:45:03.703]	  0.085	 -0.035
[10:45:03.711]	  0.105	 -0.025
[10:45:03.719]	  0.145	 -0.005
[10:45:03.727]	  0.175	 -0.005
[10:45:03.734]	  0.185	 -0.025
[10:45:03.742]	  0.215	 -0.015
[10:45:03.750]	  0.245	 -0.005
[10:45:03.758]	  0.245	  0.005
[10:45:03.766]	  0.255	 -0.015
[10:45:03.773]	  0.235	 -0.015
[10:45:03.781]	  0.205	 -0.015
[10:45:03.789]	  0.185	 -0.025
[10:45:03.797]	  0.145	 -0.045
[10:45:03.805]	  0.085	 -0.055
[10:45:03.813]	  0.015	 -0.065
[10:45:03.820]	 -0.065	 -0.075
[10:45:03.828]	 -0.085	 -0.095
[10:45:03.836]	 -0.115	 -0.105
[10:45:03.844]	 -0.125	 -0.105
[10:45:03.852]	 -0.165	 -0.115
[10:45:03.859]	 -0.155	 -0.125
[10:45:03.867]	 -0.155	 -0.105
[10:45:03.875]	 -0.155	 -0.115
[10:45:03.883]	 -0.165	 -0.125
[10:45:03.891]	 -0.155	 -0.125
[10:45:03.898]	 -0.165	 -0.115
[10:45:03.906]	 -0.135	 -0.105
[10:45:03.914]	 -0.145	 -0.125
[10:45:03.922]	 -0.145	 -0.125
[10:45:03.930]	 -0.115	 -0.125
[10:45:03.938]	 -0.125	 -0.115
[10:45:03.945]	 -0.125	 -0.125
[10:45:03.953]	 -0.125	 -0.135
[10:45:03.961]	 -0.135	 -0.125
[10:45:03.969]	 -0.135	 -0.125
[10:45:03.977]	 -0.125	 -0.125
[10:45:03.984]	 -0.135	 -0.145
[10:45:03.992]	 -0.135	 -0.145
[10:45:04.000]	 -0.125	 -0.135
[10:45:04.008]	 -0.135	 -0.145
[10:45:04.016]	 -0.155	 -0.155
[10:45:04.023]	 -0.155	 -0.155
[10:45:04.031]	 -0.155	 -0.145
[10:45:04.039]	 -0.165	 -0.155
[10:45:04.047]	 -0.165	 -0.155
[10:45:04.055]	 -0.135	 -0.165
[10:45:04.063]	 -0.135	 -0.165
[10:45:04.070]	 -0.155	 -0.165
[10:45:04.078]	 -0.165	 -0.155
[10:45:04.086]	 -0.165	 -0.165
[10:45:04.094]	 -0.135	 -0.165
[10:45:04.102]	 -0.155	 -0.165
[10:45:04.109]	 -0.145	 -0.175
[10:45:04.117]	 -0.125	 -0.165
[10:45:04.125]	 -0.145	 -0.165
[10:45:04.133]	 -0.135	 -0.175
[10:45:04.141]	 -0.165	 -0.185
[10:45:04.148]	 -0.185	 -0.175
[10:45:04.156]	 -0.115	 -0.165
[10:45:04.164]	 -0.135	 -0.165
[10:45:04.172]	 -0.155	 -0.185
[10:45:04.180]	 -0.135	 -0.175
[10:45:04.188]	 -0.195	 -0.185
[10:45:04.195]	 -0.115	 -0.185
[10:45:04.203]	 -0.095	 -0.185
[10:45:04.211]	 -0.135	 -0.185
[10:45:04.219]	 -0.105	 -0.175
[10:45:04.227]	 -0.055	 -0.175
[10:45:04.234]	 -0.085	 -0.205
[10:45:04.242]	 -0.065	 -0.185
[10:45:04.250]	 -0.055	 -0.175
[10:45:04.258]	 -0.055	 -0.165
[10:45:04.266]	 -0.065	 -0.185
[10:45:04.273]	 -0.055	 -0.165
[10:45:04.281]	 -0.055	 -0.165
[10:45:04.289]	 -0.005	 -0.145
[10:45:04.297]	  0.025	 -0.105
[10:45:04.305]	  0.075	 -0.065
[10:45:04.313]	  0.055	 -0.055
[10:45:04.320]	  0.105	 -0.025
[10:45:04.328]	  0.155	 -0.025
[10:45:04.336]	  0.135	 -0.115
[10:45:04.344]	  0.145	 -0.125
[10:45:04.352]	  0.075	 -0.175
[10:45:04.359]	  0.015	 -0.195
[10:45:04.367]	 -0.035	 -0.185
[10:45:04.375]	 -0.065	 -0.195
[10:45:04.383]	 -0.025	 -0.195
[10:45:04.391]	 -0.025	 -0.205
[10:45:04.398]	 -0.055	 -0.185
[10:45:04.406]	 -0.035	 -0.095
[10:45:04.414]	  0.005	  0.025
[10:45:04.422]	  0.105	 -0.195
[10:45:04.430]	  0.715	 -0.385
[10:45:04.438]	  1.405	 -0.645
[10:45:04.445]	  0.685	 -0.935
[10:45:04.453]	 -0.355	 -0.715
[10:45:04.461]	 -0.555	 -0.285
[10:45:04.469]	 -0.305	 -0.125
[10:45:04.477]	 -0.065	 -0.145
[10:45:04.484]	 -0.065	 -0.145
[10:45:04.492]	 -0.045	 -0.135
[10:45:04.500]	 -0.055	 -0.125
[10:45:04.508]	 -0.065	 -0.125
[10:45:04.516]	 -0.075	 -0.115
[10:45:04.523]	 -0.015	 -0.105
[10:45:04.531]	 -0.035	 -0.095
[10:45:04.539]	 -0.035	 -0.095
[10:45:04.547]	 -0.025	 -0.095
[10:45:04.555]	 -0.045	 -0.075
[10:45:04.563]	 -0.025	 -0.085
[10:45:04.570]	 -0.005	 -0.055
[10:45:04.578]	  0.005	 -0.075
[10:45:04.586]	  0.005	 -0.065
[10:45:04.594]	  0.035	 -0.055
[10:45:04.602]	  0.005	 -0.045
[10:45:04.609]	  0.055	 -0.055
[10:45:04.617]	  0.085	 -0.035
[10:45:04.625]	  0.095	 -0.035
[10:45:04.633]	  0.105	 -0.025
[10:45:04.641]	  0.125	 -0.045
[10:45:04.648]	  0.145	 -0.015
[10:45:04.656]	  0.175	 -0.005
[10:45:04.664]	  0.185	 -0.005
[10:45:04.672]	  0.225	 -0.005
[10:45:04.680]	  0.235	 -0.005
[10:45:04.688]	  0.265	  0.005
[10:45:04.695]	  0.285	  0.015
[10:45:04.703]	  0.275	  0.015
[10:45:04.711]	  0.305	  0.005
[10:45:04.719]	  0.315	  0.035
[10:45:04.727]	  0.315	  0.025
[10:45:04.734]	  0.305	  0.025
[10:45:04.742]	  0.285	  0.025
[10:45:04.750]	  0.215	  0.035
[10:45:04.758]	  0.135	  0.025
[10:45:04.766]	  0.095	  0.005
[10:45:04.773]	  0.015	 -0.025
[10:45:04.781]	 -0.005	 -0.025
[10:45:04.789]	 -0.025	 -0.045
[10:45:04.797]	 -0.085	 -0.045
[10:45:04.805]	 -0.035	 -0.035
[10:45:04.813]	 -0.075	 -0.045
[10:45:04.820]	 -0.065	 -0.045
[10:45:04.828]	 -0.065	 -0.045
[10:45:04.836]	 -0.075	 -0.045
[10:45:04.844]	 -0.055	 -0.035
[10:45:04.852]	 -0.045	 -0.035
[10:45:04.859]	 -0.045	 -0.045
[10:45:04.867]	 -0.025	 -0.045
[10:45:04.875]	 -0.025	 -0.025
[10:45:04.883]	 -0.045	 -0.035
[10:45:04.891]	 -0.045	 -0.035
[10:45:04.898]	 -0.045	 -0.045
[10:45:04.906]	 -0.025	 -0.035
[10:45:04.914]	 -0.035	 -0.035
[10:45:04.922]	 -0.055	 -0.055
[10:45:04.930]	 -0.025	 -0.035
[10:45:04.938]	 -0.035	 -0.025
[10:45:04.945]	 -0.015	 -0.025
[10:45:04.953]	 -0.035	 -0.045
[10:45:04.961]	 -0.055	 -0.055
[10:45:04.969]	 -0.065	 -0.025
[10:45:04.977]	 -0.055	 -0.025
[10:45:04.984]	 -0.055	 -0.035
[10:45:04.992]	 -0.055	 -0.035
[10:45:05.000]	 -0.035	 -0.025
[10:45:05.008]	 -0.045	 -0.035
